年份,地区,地区生产总值(万元),第一产业增加值(万元),第二产业增加值(万元),第三产业增加值(万元),第一产业增加值占GDP比重(%),第二产业增加值占GDP比重(%),第三产业增加值占GDP比重(%),人均地区生产总值(元),户籍人口(万人),非农业人口数(万人),年平均人口(万人),自然增长率(‰),第一产业从业人员数(万人),第二产业从业人员数(万人),第三产业从业人员数(万人),教育业从业人员数(万人),在岗职工平均人数(万人),在岗职工工资总额(万元),职工平均工资(元),地区生产总值增长率(%),规模以上工业企业数(个),规模以上工业总产值(当年价，万元),产品销售收入(万元),利润总额(万元),流动资产合计(万元),固定资产投资总额(万元),当年实际使用外资金额(万美元),地方财政一般预算内收入(万元),地方财政一般预算内支出(万元),科学支出(万元),教育支出(万元),年末金融机构各项贷款余额(万元),年末金融机构存款余额(万元),城乡居民储蓄年末余额(万元),普通高等学校在校学生数(人),专利授权数(件),发明专利授权数(件),货运总量(万吨),人口密度(人／平方公里)
2019,佛山,1.0194371055460036,1.0107043776070632,2.1913919831067945,0.35513202474122235,-0.6574268816174272,0.8178808928734216,-0.4074501279968704,0.3894871070279043,0.5794937375792333,0.7412643955617504,0.776162681794334,0.3728000106472221,-0.43126648208457696,0.5365527456577767,-0.1530046944587252,0.7388954319811499,0.3577792457823771,0.5895544466340931,1.4376670250748347,-0.5578176449383969,1.9326781678317748,2.5230238502138747,1.4413936569404275,2.632103228486574,0.8493021072339086,2.173418809207796,-0.35978005859701606,-0.29196540599810344,-0.2719638574030746,0.8759945970666401,0.7063110457279873,0.6586097552355198,0.23815763402764276,-0.09067007012534387,-0.3076794516258626,0.6773648407948611,-0.1186401286715778,0.9225404712501459,-0.27567840995714965
2018,佛山,0.8813862874753081,0.8565384728046511,1.9846894307952285,0.2756715094917248,-0.6585857154257887,0.8343744844400482,-0.4219653637931665,0.3308636789737006,0.4739788153365665,0.7412643955617504,0.6812413059906498,0.9019183434032086,-0.4331629615314436,0.9906321181387782,-0.2644534136755663,0.20650559869611482,0.48115199856788854,0.6128123076376104,1.2455258825092639,-0.6319405138635054,1.2573295528592237,2.5230238502138747,1.4413936569404275,2.1249129051292552,0.6070986166048311,2.173418809207796,-0.3097837859455483,-0.29525901037452285,-0.28945807730358336,0.2918532091214989,0.6156210742367627,0.493212974109777,0.15371617284773242,-0.12081851792838139,-0.3076794516258626,0.47159989893015647,-0.04533627789940191,0.9225404712501459,-0.27567840995714965
2017,佛山,0.7955387030737211,0.8553397468687839,1.8750593299601348,0.18226475452881294,-0.6459535497486029,0.9219942049495529,-0.5046798952035986,0.29881544350389966,0.3992390787480109,0.7412643955617504,0.5998801267303491,1.8456926757067438,-0.43295224159290285,1.043512113495361,-0.2737773636336632,0.387655554560491,0.48996433805256795,0.5115792728876228,1.0074003637661324,-0.5125203361508307,1.2597187578650229,2.5230238502138747,1.4413936569404275,2.1866698117078087,0.49941360546669455,2.173418809207796,-0.28218240080200174,-0.30006634855788106,-0.2935583637841748,0.17879913306383433,0.5526191096313147,0.3882417843762999,0.08417614599368864,-0.14161519154742144,-0.3076794516258626,0.09280836901171409,-0.06951422867930027,0.9225404712501459,-0.27567840995714965
2016,佛山,0.6727586261028671,0.8674627872085322,1.7600901771279427,0.09702399885418599,-0.6319325378334731,1.0187492758812677,-0.5956297920702801,0.21854732062987797,0.31130997687912193,0.7412643955617504,0.5320791440134317,0.34904367733981023,-0.43295224159290285,1.213434342313977,-0.29820786724499815,0.31509502644830334,0.5604630539300031,0.47786978837568567,0.8337409800470454,-0.393100158438156,1.0442921065088022,2.5230238502138747,1.4413936569404275,2.241841136067247,0.44541701268763473,2.173418809207796,-0.2954108684198634,-0.30666903414435526,-0.3038259280598427,0.026898672598562764,0.42791684452961176,0.32925105600385035,0.04443898779137789,-0.1523588956607578,-0.3076794516258626,0.09280836901171409,-0.06951422867930027,0.9225404712501459,-0.27567840995714965
2015,佛山,0.5727360283610027,0.7608452089386742,1.6127122357678978,0.030718044314210168,-0.62961487021675,1.0676409937394822,-0.6402123020160465,0.14628411787171683,0.2628170771984298,0.7412643955617504,0.49727463955208084,-0.3679656552111593,-0.43298736158265966,1.1971554255464414,-0.3042776071236224,0.3268253658659781,0.5516507144453237,0.39289180032984816,0.6647334676022436,-0.3695690889381217,1.0904834032875852,2.2604928395605657,1.4413936569404275,1.9770139919762824,0.33915758742219865,1.783128189183047,-0.21650273668878908,-0.312100176633482,-0.29031652432560484,-0.03600468625749864,0.4558449642122299,0.27732742886147177,-0.00026531518622168983,-0.16822136469672186,-0.3103377531539998,0.09280836901171409,-0.06951422867930027,0.9225404712501459,-0.27567840995714965
2014,佛山,0.4829000914094504,0.7355245204801656,1.4987648471389963,-0.03794377596934478,-0.6180265321331346,1.148930837889285,-0.7164172899466008,0.08268260037566405,0.248001023533522,0.7412643955617504,0.4805503971485746,-0.39388165518288115,-0.43298736158265966,1.264531072384745,-0.3065188645558082,0.4496587771967713,0.5780877328993619,0.3188853563374657,0.4720086409180008,-0.393100158438156,1.128710683380371,2.1523918351739093,1.4413936569404275,1.8154061181159389,0.26527775486824695,1.436609195525141,-0.1922276011444849,-0.3186188038118637,-0.32600105697918325,-0.23616016466452924,0.2800223687250972,0.24473133446464246,-0.030068183837954746,-0.18404685468048054,-0.32227126368682285,0.09280836901171409,-0.06951422867930027,0.9225404712501459,-0.27629315211798033
2013,佛山,0.4139754667699153,0.7935428285421918,1.373339263079024,-0.07526630648939059,-0.5971675235826267,1.153643292622607,-0.7298957231860185,0.8621866822881518,0.2304152031597442,0.7412643955617504,0.46247013509073004,-0.39388165518288115,-0.43295224159290285,1.3080003707379695,-0.3210112658165969,0.3888285885022584,0.5692753934146825,0.23065534035962737,0.30469528970079335,-0.6625309042135501,1.24020691698433,1.8898608245206008,1.4413936569404275,1.6633723856079239,0.1979778461701328,1.2492110934158744,-0.20398962751607722,-0.32590371932943674,-0.3307539013039912,-0.2228096589628487,0.25491952362899806,0.20021305415844698,-0.025101039062665902,-0.19165185335357626,-0.31964846535104807,0.09280836901171409,-0.06951422867930027,0.83907751043911,-0.2892027374954245
2012,佛山,0.3505268768453736,0.6916180306198476,1.2641388959575661,-0.10963301653088342,-0.5983263573909883,1.1701368841892337,-0.7438925577038755,-0.015908318245125348,0.21326902829531072,0.7412643955617504,0.44710191234156194,-0.566654988327693,-0.432601041695335,-0.35467380713495683,-0.4415287028284389,0.11400349357388029,-0.39126961041537117,-0.2721998511330733,0.17425021854168116,-0.40839535361317847,1.1553901392784613,1.5192288094806357,1.4413936569404275,1.3883166642242593,0.09400024761710642,1.0400914381292095,-0.2188936545614944,-0.33216530151750173,-0.33782026658355957,-0.21659859044530125,0.2082294323142379,0.10983760660284313,-0.10535745228073572,-0.20794081139598566,-0.3263896340008652,0.09280836901171409,-0.06951422867930027,0.6978014628231921,-0.28121108940462575
2011,佛山,0.3452963448347401,0.5501602945597855,1.2992309446335162,-0.12966652956939742,-0.6180265321331346,1.253782955705697,-0.8086927175087686,-0.016450863365938727,0.20051930852432193,0.7412643955617504,0.4317336895923941,-0.52346165504149,-0.4322498417977671,-0.4521354346369061,-0.4316384565084731,0.263146380455744,-0.4177066288694093,-0.31450949408130296,0.00010961759820715096,0.05399016206249768,1.3019280463008074,1.47289980760064,1.4413936569404275,1.1341766775014823,0.21197056479416168,0.8808960951492684,-0.23592284512423242,-0.33706371936307544,-0.34369645430793544,-0.269460520337454,0.10406076056610895,0.06273582857546355,-0.1385088917798611,-0.22497732905631007,-0.3318349361294534,0.09280836901171409,-0.06951422867930027,0.625924175439655,-0.2836700580479484
2010,佛山,0.19691794195764875,0.3908233642789028,0.9899717999906316,-0.187644866829827,-0.6110735292829652,1.1984116125891648,-0.7635918062845628,0.010019627528482521,0.183329169108954,0.7412643955617504,0.41591346029178006,-0.8409326546950819,-0.4322498417977671,-0.5052802713725704,-0.4444000646632677,0.13243688408736898,-0.4529559868081269,-0.3447448802240844,-0.11251470047724674,0.31283192656287634,1.8458703859544068,1.4883428082273054,1.4413936569404275,1.260723122110574,-0.036437732915869554,0.7053497763317044,-0.25220879481764913,-0.34119065522349207,-0.3469851127215138,-0.2904300979757583,-0.009345935102603188,-0.005826953654626413,-0.17101939575290706,-0.23414072479593925,-0.3534741318743568,0.09280836901171409,-0.06951422867930027,0.3719039625292714,-0.2842848002087791
2009,佛山,0.06421753956346267,0.2810368142100422,0.7475943620343558,-0.2550349433701144,-0.5960086897742651,1.2178504883641175,-0.7869198638143244,-0.116545678988281,0.16899672550432515,0.7412643955617504,0.40099724409405824,-0.8042183214018094,-0.4322498417977671,-0.4911553978215632,-0.4554867117477456,0.05535179648550681,-0.47058066577748564,-0.3617090514424597,-0.20936934085992107,0.2187076485627386,1.894849088573289,1.0713817913073447,1.4413936569404275,1.2211948113783668,-0.2172873877972132,0.5013502336137267,-0.2603835730544281,-0.34713104106149345,-0.3594929516633055,-0.3297722393124103,-0.08958705070759365,-0.07630583002792792,-0.23316772009109282,-0.25333593044674263,-0.36513249266637093,0.09280836901171409,-0.06951422867930027,0.2822158637571913,-0.2848995423696098
2008,佛山,-0.013680131436977721,0.2738254754416271,0.6539526253833102,-0.3172749714611435,-0.5716731797986726,1.3704162103554138,-0.9320722217772849,-0.18994156366533324,0.15453238824689283,0.7412643955617504,0.3832559869497981,-0.8063779880661195,-0.43189864190019917,-0.4805617426583079,-0.46338295679352476,-0.04016668162984403,-0.4617683262928063,-0.377421987460565,-0.30228810342733176,0.41519207888802595,1.4691723967067456,0.9015087844140272,1.4413936569404275,-0.3166629701152827,-0.2172873877972132,0.32778199677345327,-0.2662362681531751,-0.3502200227271442,-0.3624102774833495,-0.3365543015829228,-0.1271188924191423,-0.17727012653056282,-0.3075352603136473,-0.27011533261195053,-0.3655008382871312,0.09280836901171409,-0.06951422867930027,0.6527844929382342,-0.2873585110129325
2007,佛山,-0.13001556671277525,0.11676857882258103,0.40672568803450104,-0.3599553156120645,-0.5624025093317802,1.3097433556638942,-0.8828241003255664,-0.30202948195828705,0.14019994464226396,0.7255641496682369,0.36551472980553806,-0.9640336545607605,-0.43154744200263123,-0.5021021748235938,-0.45732119291999734,-0.026760579438215814,-0.47058066577748564,-0.3923763108014984,-0.38755187483495035,0.8893431293137193,1.4460767483173542,0.5489545157806434,1.1017570871801359,-0.02402866244939611,-0.2172873877972132,0.18939791741372444,-0.2865947944271402,-0.3540893468073726,-0.36732190647037455,-0.3436708990169373,-0.20791368917737563,-0.19402977317332426,-0.3486717675091972,-0.2945808365461346,-0.3646487616704328,0.09280836901171409,-0.06951422867930027,0.5789474399002943,-0.2892027374954245
2006,佛山,-0.23816569867097936,0.03725913018818281,0.17361755246414362,-0.3993640882189466,-0.5276374950809337,1.2125489767891307,-0.8128399277362817,-0.40641706686987206,0.12692265026006183,0.7110197500981723,0.3477734726612782,-0.9467563212462793,-0.43189864190019917,-0.5250550943439803,-0.46354247689545974,-0.11222448090984571,-0.48820534474684446,-0.41135889879426213,-0.48626866937842533,0.9011086640637366,1.1796803901707522,0.2203317864853831,0.6059007350591527,-0.3255891344015425,-0.2172873877972132,0.04208539963138585,-0.32457152747446605,-0.3584248035048173,-0.3713805530264673,-0.4157410587588361,-0.311688228407005,-0.23622450436600492,-0.37602534700652485,-0.30089274433855545,-0.35938541340270197,0.09280836901171409,-0.06951422867930027,0.3962281127103882,-0.29166170613874726
2005,佛山,-0.3252308116141986,0.040113536252298604,-0.019887394540233472,-0.4296878289368237,-0.4581074665792408,1.0641066526894907,-0.7133068822759658,-0.4917584625402715,0.11118334102553076,0.6937542956416551,0.33003221551701817,-0.8301343213735313,-0.43154744200263123,-0.539356528814375,-0.46944472066705223,-0.1457397363889161,-0.5058300237162032,-0.4283448724730571,-0.582883321010926,0.9128741988137535,0.8364312710042788,-0.012580521875021103,0.22233712449165527,-0.4583640234741907,-0.2172873877972132,-0.08298047352572961,-0.34272298561010656,-0.3614570367804719,-0.3745667730721704,-0.4176434755922445,-0.3525018749569619,-0.2642776361869434,-0.40405742854586746,-0.3123649212670735,-0.38165035291299326,0.09280836901171409,-0.06951422867930027,0.25996675956308923,-0.29412067478206994
2004,佛山,-0.4413323746905347,0.11831486489224721,-0.25119702882081646,-0.4833157802891214,-0.2506762148825236,0.9121299875398596,-0.6723531812792733,-0.43242115932710284,0.09540006724006506,0.6764888411851379,0.31229095837275805,-0.8085376547304298,-0.43154744200263123,-0.5554235724786456,-0.47837784637540853,-0.15244278748473022,-0.523454702685562,-0.44199320387575236,-0.6632645134743052,0.5481426215632205,0.4099581774691359,-0.23643801213398766,-0.15551851833603372,-0.4583640234741907,-0.2172873877972132,-0.24001598785504943,-0.2733785253698535,-0.365570496922514,-0.3771534716612822,-0.41995029035422354,-0.38726768043647547,-0.26668232161031047,-0.4294837459360935,-0.32464425895068283,-0.4154405162439395,0.09280836901171409,-0.06951422867930027,0.151315046076347,-0.295964901264562
2003,佛山,-0.4852442725406614,0.06400857597542498,-0.3439028744210126,-0.49975691887158924,-0.17419318353066135,0.7666329476485461,-0.578004148603349,-0.49958253428252763,0.06616364086865958,0.6418616117451493,0.2945497012284982,-1.0504203211331664,-0.43119624210506335,-0.5792592965959703,-0.48372176979022874,-0.18428228018984727,-0.5410793816549208,-0.4535181239256289,-0.7235486790858929,0.5246115520631861,0.12365177760754138,-0.35216080137893035,-0.24897856421047193,-0.4583640234741907,-0.2172873877972132,-0.35608732544427446,-0.31689689022126316,-0.3655532040478617,-0.37851386928189734,-0.41356725195343014,-0.4031206539410946,-0.2720099357045719,-0.4448471247260619,-0.33375486734447996,-0.4420634726167195,0.09280836901171409,-0.06951422867930027,0.06975421075340785,-0.29780912774705404
2002,佛山,-0.5181033565049094,-0.004142431237466117,-0.41065636369750447,-0.5128078208062876,-0.11625149311258391,0.6405747835321853,-0.4940231414962077,-0.5528281028058618,0.04303828707714182,-0.1728655654958585,0.27680844408423816,-1.1108909877338509,-0.42417224415370547,-0.6052137517459458,-0.47662312525412426,-0.18428228018984727,-0.5410793816549208,-0.460916696018692,-0.7791847452107155,0.01869355781244619,-0.07465223787378555,-0.435752528331019,-0.37259347585975844,-0.4583640234741907,-0.2172873877972132,-0.4652354989701298,-0.33794202119045125,-0.3667603392357142,-0.3806238504436204,-0.41356725195343014,-0.4141994899811469,-0.2720099357045719,-0.4448471247260619,-0.3429871638742452,-0.44694516156655417,0.09280836901171409,-0.06951422867930027,-0.037398858409379315,-0.29903861206871535
2001,佛山,-0.5296101115531281,-0.021295290665646054,-0.4304917411070929,-0.5190251943990694,-0.08496298028682205,0.6246702488072238,-0.49350474021776863,-0.5705226884127403,0.029277382634660724,-0.289172601792899,0.25906718693997804,-0.8214956547162906,-0.42452344405127335,-0.5974450712928918,-0.49090017437730077,-0.18428228018984727,-0.5498917211396002,-0.4681257750301497,-0.8310703972784589,-0.01660304643760551,-0.2311451657536279,-0.47564433160179803,-0.4301439256164944,-0.4583640234741907,-0.2172873877972132,-0.5080132929195801,-0.3373678175176696,-0.36695582390569675,-0.38185954895118723,-0.41356725195343014,-0.42527832602119925,-0.2720099357045719,-0.4448471247260619,-0.3506185357528335,-0.4825548635060752,0.09280836901171409,-0.06951422867930027,-0.08719996209773224,-0.3002680963903767
2000,佛山,-0.5530448280529265,-0.07631703429837956,-0.4684269988470095,-0.5324731245755648,-0.027021289868744598,0.6164234530239104,-0.5121671862415779,-0.5962983408191024,0.014373399867883855,-0.3026574755664688,0.23524644167876788,-0.6055289882852757,-0.42030904528045854,-0.5753749563694432,-0.48100992805733495,-0.18428228018984727,-0.523454702685562,-0.47071466498611514,-0.8760731657540204,-0.05189965068765721,-0.34582700603198563,-0.5097791695549638,-0.48488359947604265,-0.4583640234741907,-0.2172873877972132,-0.540148709335958,-0.33971342645109626,-0.36966137800681603,-0.3847190487538865,-0.41356725195343014,-0.4363571620612517,-0.2720099357045719,-0.4448471247260619,-0.35485529241337516,-0.498482483179672,0.09280836901171409,-0.06951422867930027,-0.034459209927775146,-0.3008828385512074
1999,佛山,-0.5727608823230758,-0.11831389135078703,-0.5017202100826719,-0.543252166366433,0.042508738632948295,0.5869706109406485,-0.517351199025969,-0.6220739932254644,0.0002168144669928636,-0.32553360071806065,0.2114256964175574,0.007816344378806952,-0.4157434466120759,-0.5296456782480576,-0.47662312525412426,-0.18428228018984727,-0.48820534474684446,-0.4708979235872785,-0.9072847074794599,-0.254266848387953,-0.5178497664495223,-0.5512095589781775,-0.5550315150124597,-0.4583640234741907,-0.2172873877972132,-0.5612629386815646,-0.32258316210073656,-0.37130391192027884,-0.3865635104967988,-0.41356725195343014,-0.447435998101304,-0.2720099357045719,-0.4448471247260619,-0.35485529241337516,-0.4985934306558046,0.09280836901171409,-0.06951422867930027,-0.1678961949260819,-0.30334180719453013
1998,佛山,-0.5809456105058116,-0.10811519437185019,-0.5130839222531738,-0.5493102682410408,0.11203876713464118,0.6105328846072583,-0.5691913268698835,-0.6478496456318263,-0.018512084231080445,-0.3397408784437862,0.1876049511563472,-0.624965988264067,-0.41328504732910065,-0.5079286851633842,-0.47773976596766876,-0.18428228018984727,-0.47939300526216505,-0.4729420428860242,-0.9272751813338199,0.17164550956266975,-0.5178497664495223,-0.5512095589781775,-0.5867159045930366,-0.4583640234741907,-0.2172873877972132,-0.5809484213081179,-0.3246403622091394,-0.37230331283663926,-0.3877226268489597,-0.41356725195343014,-0.4585148341413564,-0.2720099357045719,-0.4448471247260619,-0.35485529241337516,-0.5011185952125827,0.09280836901171409,-0.06951422867930027,-0.18005827001664032,-0.30518603367702213
1997,佛山,-0.5902106017108291,-0.11489922111575536,-0.5208710890039433,-0.5580790374851652,0.1780922942112495,0.7271661392569752,-0.7008652515934266,-0.6736252980381884,-0.036185833706727295,-0.30954439324368493,0.16378420589513676,0.3382453440182597,1.0835289161052752,0.9077367664863052,-0.021592034484727143,-0.18428228018984727,-0.4529559868081269,-0.47160698597558437,-0.9389991542075248,0.4281341671130448,-0.5178497664495223,-0.5512095589781775,-0.6340422527946202,-0.4583640234741907,-0.2172873877972132,-0.5846932709692366,-0.3259142404634744,-0.3730227889592969,-0.3885754145794969,-0.41356725195343014,-0.46959367018140874,-0.2720099357045719,-0.4448471247260619,-0.35485529241337516,-0.5017665284731971,0.09280836901171409,-0.06951422867930027,-0.20282613570749614,-0.3058007758378528
1996,佛山,-0.6041303350541671,-0.14958155801274373,-0.5430761834686021,-0.5661920472086922,0.2626871622216426,0.7401253897736103,-0.7506317743235842,-0.6994009504445504,-0.05658538534030947,-0.32601520335283113,0.13996346063392653,0.2928923440677464,1.0743977187685096,0.7705489321221486,-0.1146720139637607,-0.18428228018984727,-0.4529559868081269,-0.4733896083340979,-0.9509745795825424,0.5952047605632891,-0.5178497664495223,-0.5512095589781775,-0.6584258639991388,-0.4583640234741907,-0.2172873877972132,-0.6484036294957278,-0.32262062910821704,-0.3735005118510294,-0.3891374497200184,-0.41356725195343014,-0.48067250622146107,-0.2720099357045719,-0.4448471247260619,-0.35485529241337516,-0.5018197832617408,0.09280836901171409,-0.06951422867930027,0.05574765034105859,-0.30764500232034486
1995,佛山,-0.6187561422910359,-0.2851047502427626,-0.5645904886281929,-0.5737404864387027,0.20474547180356517,0.799031073940134,-0.7765518382455414,-0.7251766028509125,-0.07971073913182723,-0.3457127511149386,0.11614271537271634,0.3512033440041207,1.0424385280898312,0.8590059527353305,-0.07838119077356341,-0.18428228018984727,-0.4529559868081269,-0.4764126288718323,-0.9759626719004925,1.218778102314201,-0.5178497664495223,-0.5512095589781775,-0.6627078485504398,-0.4583640234741907,-0.2172873877972132,-0.6497210676392714,-0.3318331563196287,-0.37363122053569225,-0.38941392428106014,-0.41356725195343014,-0.4917513422615135,-0.2720099357045719,-0.4448471247260619,-0.35485529241337516,-0.5032221593600569,0.09280836901171409,-0.06951422867930027,0.09033175012463703,-0.31010397096366754
1994,佛山,-0.6362524955301607,-0.3830860583765197,-0.5928429788506907,-0.5827972748819662,0.2459999553812363,0.8312524831792227,-0.8233634736885965,-0.7509522552572744,-0.10331970298362393,-0.36502501676922977,0.09232197011150588,0.8155316768308025,1.111273708013139,0.744594476972173,-0.19164046314736602,-0.18428228018984727,-0.4529559868081269,-0.4841586634875612,-1.0132034159761574,1.218778102314201,-0.5178497664495223,-0.5512095589781775,-0.7144344207973119,-0.4583640234741907,-0.2172873877972132,-0.6558491002449153,-0.3413489048939053,-0.3741806596968858,-0.3903757442328532,-0.41356725195343014,-0.5028301783015658,-0.2720099357045719,-0.4448471247260619,-0.35485529241337516,-0.5051171422524018,0.09280836901171409,-0.06951422867930027,-0.34900159745942094,-0.3125629396069903
1993,佛山,-0.6504778810983841,-0.4670740885858411,-0.6177814014902527,-0.5912213505216836,0.34965185285603523,0.9275809949707939,-0.9582289698587294,-0.7767279076636364,-0.13062168911391386,-0.46645053165186634,0.06850122485029568,0.9667083433325132,1.2359232673388802,0.5679592339072532,-0.24654449341089588,-0.18428228018984727,-0.4529559868081269,-0.4912577625948887,-1.0132034159761574,1.218778102314201,-0.5178497664495223,-0.5512095589781775,-0.7422606994814841,-0.4583640234741907,-0.2172873877972132,-0.6320021184181568,-0.35972980962459955,-0.37245244797569754,-0.3903266278131827,-0.41356725195343014,-0.5139090143416182,-0.2720099357045719,-0.4448471247260619,-0.35485529241337516,-0.5083967496468816,0.09280836901171409,-0.06951422867930027,-0.4613422815897449,-0.31317768176782096
1992,佛山,-0.6677361125304885,-0.5422951121678963,-0.6406386488598735,-0.5989430166063052,0.49442125694849887,1.0745693255378301,-1.163962341950006,-0.8025035600699985,-0.1672441600423063,-0.504160017954385,0.04468047958908548,0.8803216767601072,1.3891532031954859,0.3728959567792144,-0.2955263214782606,-0.18428228018984727,-0.4529559868081269,-0.498106895455376,-1.0132034159761574,1.218778102314201,-0.5178497664495223,-0.5512095589781775,-0.7700869781656564,-0.4583640234741907,-0.2172873877972132,-0.6606854128031967,-0.38641018533551225,-0.37408181848357214,-0.3919613712705198,-0.41356725195343014,-0.5358856540104201,-0.2720099357045719,-0.4448471247260619,-0.35485529241337516,-0.5111571228530608,0.09280836901171409,-0.06951422867930027,-0.5066474523062326,-0.31502190825031295
1991,佛山,-0.6793451137756163,-0.6070147760444301,-0.6612303517083875,-0.6059451553797315,0.6796355664701278,1.1793261709192113,-1.323672547510215,-0.8282792124763604,-0.19683230282118724,-0.5256876557286199,0.02085973432787502,0.9191956767176899,1.5098855917527019,0.2080258429532897,-0.33305503351268434,-0.18428228018984727,-0.4529559868081269,-0.5044671761940609,-1.0132034159761574,1.218778102314201,-0.5178497664495223,-0.5512095589781775,-0.7979132568498286,-0.4583640234741907,-0.2172873877972132,-0.6900061719735148,-0.40776396794464104,-0.37462141400842514,-0.3924929812293003,-0.41356725195343014,-0.5358856540104201,-0.2720099357045719,-0.4448471247260619,-0.35485529241337516,-0.5139174960592401,0.09280836901171409,-0.06951422867930027,-0.6441192489459568,-0.3174808768936357
1990,佛山,-0.6859176271206824,-0.6331986969643159,-0.6750173249085967,-0.6081278941298672,0.9711981526538934,1.0358319242895595,-1.3278197577377282,-0.8413288503822401,-0.21890250739027856,-0.5437959147959851,-0.004000626001661331,1.398641676194543,1.4385920125464187,0.18154170504515132,-0.3569830488029243,-0.18428228018984727,-0.4529559868081269,-0.5082929519458995,-1.0132034159761574,1.218778102314201,-0.5178497664495223,-0.5512095589781775,-0.8158522031788338,-0.4583640234741907,-0.2172873877972132,-0.6892924538521074,-0.40813253873915795,-0.37503208218821155,-0.39288759999008865,-0.41356725195343014,-0.5358856540104201,-0.2720099357045719,-0.4448471247260619,-0.35485529241337516,-0.5124174861819272,0.09280836901171409,-0.06951422867930027,-0.6538604370516649,-0.31993984553695837
2022,江门,-0.1031941845798854,3.0135160756076047,0.11652416455616611,-0.24699854266092316,0.16998045755271862,0.1970149817582617,-0.23119369332756126,-0.14072225103856145,0.3244993421594553,0.04501146647424973,0.5546794715857375,-0.9877899878681723,-0.43000216245333256,-0.47597115875423057,-0.4346693384452368,-0.1940017042787777,-0.4000819499000505,0.020370354289459748,1.6632513503149953,-0.9813768959390163,0.08582269834905532,-0.09080006131311048,-0.3258495346233791,-0.4104051720750064,-0.20305053363320041,0.5400191112220426,-0.351905887745836,-0.3461670124599736,-0.3356512912021213,-0.2286714136550528,0.15605860844262692,0.049510573314708275,-0.2725838815294453,-0.28628756679892337,-0.35178773023714116,-0.339784696048553,-0.6420850630720523,0.048023868056059404,-0.3869467410675022
2021,江门,-0.13067284999921838,2.660139552730785,0.07689168287401678,-0.259616008953578,0.12246827140989511,0.19053535649994413,-0.20320002429184747,-0.17331303162917577,0.3244993421594553,0.04501146647424973,0.5546794715857375,-0.9877899878681723,-0.43000216245333256,-0.47597115875423057,-0.4346693384452368,-0.1940017042787777,-0.40889428938472994,-0.027676679047564313,1.6632513503149953,-0.38133462368813886,-0.057927802833191724,-0.09080006131311048,-0.3258495346233791,-0.3191975083783984,-0.25596104406285236,0.5400191112220426,-0.351905887745836,-0.34421897880574703,-0.3344077527586451,-0.20753658370706685,0.15571344629716738,-0.0010923697190913391,-0.30632641622397483,-0.28628756679892337,-0.35178773023714116,-0.3192800081620741,-0.675810994414713,0.048023868056059404,-0.3869467410675022
2020,江门,-0.19457672306743465,2.4100615869149835,-0.0710526240796306,-0.2751093827601934,0.16534512231927254,-0.04096398227449404,-0.021241175559707386,-0.2469659113634554,0.31808130280429325,0.04501146647424973,0.5546794715857375,-0.9877899878681723,-0.43000216245333256,-0.47597115875423057,-0.4346693384452368,-0.1940017042787777,-0.44414364732344747,-0.09122693343317499,1.4948096059981468,-1.1107977781892058,-0.20446570985553775,-0.09080006131311048,-0.3258495346233791,-0.3503716451339125,-0.3367918767474875,0.5400191112220426,-0.351905887745836,-0.3460546839611452,-0.33672727048557455,-0.2179300135257446,0.13277319606209398,-0.05401378969845124,-0.3251617696061328,-0.28628756679892337,-0.35178773023714116,-0.43579237862986153,-0.7281708878234101,0.048023868056059404,-0.3869467410675022
2019,江门,-0.20320374593164384,2.1741910883270816,-0.06159997559939521,-0.2864729679567742,0.10972109951791814,0.037969634508647515,-0.06478688294859573,-0.23544872546548712,0.31130997687912193,0.04501146647424973,0.5546794715857375,-0.9877899878681723,-0.43000216245333256,-0.47597115875423057,-0.4346693384452368,-0.1940017042787777,-0.44414364732344747,-0.13116747381341806,1.246908871266484,-0.8637215484388443,-0.23512717409662645,-0.09080006131311048,-0.3258495346233791,-0.3544973460781747,-0.3906519046860673,0.5400191112220426,-0.351905887745836,-0.34688454530307167,-0.3394708846131105,-0.23585384330999737,0.11649844547354943,-0.12080215850578398,-0.35138472264256443,-0.28628756679892337,-0.35178773023714116,-0.5317734662852472,-0.7246288950339982,0.048023868056059404,-0.3869467410675022
2018,江门,-0.24259931743251567,1.5441114975812669,-0.03491581960798644,-0.33958042990672016,-0.021227120826936875,0.36607429531618463,-0.29443864929713687,-0.2817649457791347,0.3069135217856775,0.04501146647424973,0.5456393405568152,-0.3010159886175446,-0.4301426424123597,-0.39505328939889844,-0.42883090271441826,-0.29052564005850084,-0.4177066288694093,-0.1567073302779003,0.9652506382335901,-0.4519278321882421,-0.29804290591600324,-0.09080006131311048,-0.3258495346233791,-0.00931363708594218,-0.42109581362306997,0.5400191112220426,-0.3596606869685319,-0.3483630456008526,-0.3450992966146823,-0.26429873681064947,0.07420226037204201,-0.16982112413287254,-0.37274168680705605,-0.3080071016573173,-0.35178773023714116,-0.5586077465413526,-0.7146189154117473,0.048023868056059404,-0.3869467410675022
