年份,地区,地区生产总值(万元),第一产业增加值(万元),第二产业增加值(万元),第三产业增加值(万元),第一产业增加值占GDP比重(%),第二产业增加值占GDP比重(%),第三产业增加值占GDP比重(%),人均地区生产总值(元),户籍人口(万人),非农业人口数(万人),年平均人口(万人),自然增长率(‰),第一产业从业人员数(万人),第二产业从业人员数(万人),第三产业从业人员数(万人),教育业从业人员数(万人),在岗职工平均人数(万人),在岗职工工资总额(万元),职工平均工资(元),地区生产总值增长率(%),规模以上工业企业数(个),规模以上工业总产值(当年价，万元),产品销售收入(万元),利润总额(万元),流动资产合计(万元),固定资产投资总额(万元),当年实际使用外资金额(万美元),地方财政一般预算内收入(万元),地方财政一般预算内支出(万元),科学支出(万元),教育支出(万元),年末金融机构各项贷款余额(万元),年末金融机构存款余额(万元),城乡居民储蓄年末余额(万元),普通高等学校在校学生数(人),专利授权数(件),发明专利授权数(件),货运总量(万吨),人口密度(人／平方公里)
2012,广州,1.4667642170235176,1.6939313497561088,1.5560811508588699,1.2221289655171284,-0.6435208759170886,-0.4415226346068551,0.6951893912431908,0.12353529613936631,2.167932962840712,2.3778946293018444,2.4458748828362844,-0.480268321755287,-0.4248746439488412,1.6012680578407548,0.7620504662706323,2.567320194641842,1.4240723234285835,1.0625352371825665,0.8440502182852399,-0.13425839393777755,0.5274274235875926,1.7354308182539486,1.8726917256997246,0.7901139631345417,0.46377001966924414,2.3751891499392754,-0.01036100418291462,-0.24907670559664705,-0.21974225199129813,0.2574538584134554,1.2101103451165232,1.2007436489254544,0.8491164413881704,0.02036914450691107,3.638562510045279,0.7160338630866125,0.6148603781096695,3.5784264141300515,-0.13367297080526322
2011,广州,1.2750525978188687,1.5848627651900973,1.4867161562651583,1.0141814484776572,-0.6354090392585579,-0.3237112662738077,0.5873619253278484,0.04433322683606562,2.13408025862119,2.3778946293018444,2.409714358720595,-0.6746383215432006,-0.4213626449731623,1.4972736763214651,0.6757500911238336,2.225464588755322,1.6708178289996065,0.9700232746656141,0.5284333249500651,-0.04013411593763984,0.5529122769827832,1.6736588157472878,1.8726917256997246,1.0426278332681815,0.47566232800216707,2.091645665257107,-0.05158516832046379,-0.2632945832558429,-0.2408211787461477,-0.14407566624516893,0.8296610966580044,1.044535577862253,0.6901678085789275,-0.02800840190243574,3.4472535580003054,0.7160338630866125,0.6148603781096695,2.9419060576132905,-0.14104987673523134
2010,广州,1.0034611372789497,1.3829022376126883,1.211008194366231,0.7830903780494667,-0.6238207011749423,-0.3001489926071983,0.5614418614058911,0.10179541796501962,2.09688624853065,2.3778946293018444,2.364513703575984,-0.3679656552111593,-0.41258264753396484,0.8469998102169746,0.458084912033617,2.0042639025934568,1.1685144783728811,0.6219520559656848,0.434783612623668,0.1834110443126869,1.5611567894300118,1.3802418038406488,1.8726917256997246,1.1808181085098177,0.38818986754402873,1.9699131522222129,-0.07697385818011689,-0.2756521061837983,-0.26729135944131116,-0.013648601435523808,0.33446241649580494,1.044535577862253,0.6007592026237283,-0.053971142520442654,3.2157461164029657,0.7160338630866125,0.6148603781096695,2.5102964923142315,-0.14904152482603014
2009,广州,0.7539506216398153,1.1989847032134524,0.9239538560589937,0.5705878859756549,-0.6075970278578806,-0.29897087892386803,0.553147440950865,-0.03662973452601533,2.04623908585417,2.3778946293018444,2.314792982916911,-0.9014033212957662,-0.4083682487631501,0.7936784125619225,0.3917245496286848,1.8484179646157788,1.03632938610269,0.4510475607509783,0.27838015680716544,0.006928023062428818,1.582659634482204,1.0096097888006836,1.8726917256997246,0.7018015848275414,0.18236409517407828,1.4754364769487887,-0.09485607665735145,-0.29531558525741547,-0.2916164999236073,-0.007946724994149936,0.3161822501467986,0.8240065363612625,0.44677771458977417,-0.09446389313501069,3.0030464909596253,0.7160338630866125,0.6148603781096695,2.2309146062292236,-0.1533447199518449
2008,广州,0.6065885459600009,1.1378936701850286,0.8251928352176482,0.41889845653497093,-0.5902145207324574,-0.20000932952410821,0.45828000699650157,-0.11133914949556312,2.000164236474872,2.3778946293018444,2.268010304842238,-0.8625293213381836,-0.40661224927531064,0.7385914057129949,0.33956147629596173,1.7512237237264745,0.9834553491946139,0.35182483861001534,0.1584335418934854,0.0810508919875373,0.8137338234491871,1.0404957900540142,1.8726917256997246,0.26504547570749254,0.18236409517407828,1.021537387925094,-0.10797998518457004,-0.30466382411594384,-0.3015546181507399,-0.0904519635108251,0.20266260668220384,0.5667226546101071,0.24809192357822044,-0.13550814777864528,2.7374204815019865,0.7160338630866125,0.6148603781096695,2.0328053546356255,-0.13305822864443254
2007,广州,0.42979309721547465,0.9274789643051305,0.6366923049709869,0.27043359728145033,-0.5821026840739265,-0.16820026007418548,0.4266575290117134,-0.20104946113882824,1.9532980251787544,2.326748429489233,2.2212276267675652,-1.015865654504204,-0.4059098494801748,0.7679005183313347,0.311406178304446,1.7210599937953113,0.9482059912558962,0.23897064450642586,-0.003155493131338241,0.38342513506297954,0.7723209366820024,0.6251468061974684,1.2633735909668877,0.6524067736973654,0.18236409517407828,0.823058553980968,-0.1373419204886606,-0.3160053241470202,-0.3131923929469359,-0.1584687393640281,0.08279577099584035,0.43453203390837597,0.14378188329715474,-0.18222894929095818,2.519799226017404,0.7160338630866125,0.6148603781096695,1.847319299463033,-0.16563956316845843
2006,广州,0.2643853186517045,0.8696208683619748,0.455859511999829,0.1310392751674221,-0.5496553374398032,-0.13698024746592785,0.3846670254581429,-0.2839351262623882,1.8971992581864032,1.5217496254705862,2.1744449486928925,-1.0612186544547173,-0.405207449685039,0.5871021368784435,0.2610775861439745,1.6037565996185643,0.8160208989857054,0.11745930354672832,-0.12232606276284189,0.37401270726296576,0.8519611035419731,0.3736757328469637,0.8757937525007343,0.24536547567421466,0.18236409517407828,0.6863092937288008,-0.16891876586287394,-0.32719110733624424,-0.3283662773788558,-0.4073588704653084,-0.1413463654767231,0.27560428844086354,0.03947184301608905,-0.19314867696757979,2.2194732839245317,0.7160338630866125,0.6148603781096695,1.6846587501476025,-0.17117224261593453
2005,广州,0.11747041032368492,0.6931185247182247,0.2710052063721809,0.02021917750509774,-0.5334316641227415,-0.15641912324088056,0.39451664974848655,-0.2252260331891087,1.852399380784204,1.477586663862145,2.1276622706182193,-1.1324876543769522,-0.40415384999233533,0.5152418426876946,0.23427820901890575,1.5367260886604233,0.7455221831082702,0.052766909906047176,-0.1990794242635319,0.1481144400626354,0.8726675469255655,0.18061645038276497,0.5744222978777109,-0.0092273921173127,0.18236409517407828,0.5411542293589011,-0.1928427571277684,-0.3336478618815054,-0.33724172084953363,-0.41038446559866704,-0.18098630276317226,0.18153476809978666,-0.04000247338853243,-0.21315716499377016,1.9304994875895478,0.7160338630866125,0.6148603781096695,1.4214161106282648,-0.1773196642242413
2004,广州,-0.0484273352108675,0.516791936160101,0.16168084773277475,-0.1494580016068588,-0.5009843174886182,0.10747834182514548,0.1477576412114537,-0.3489358390700123,1.7958609682825084,1.4320752148763463,2.080879592543546,-0.9942689878611025,-0.3936178530652984,0.5268948633672754,0.18386985680746679,1.4026650667441414,0.7014604856848733,-0.006152881702779389,-0.2850359473122671,0.39519066981299666,0.6683905189297407,0.027949556054658608,0.35808581480485585,-0.0092273921173127,0.18236409517407828,0.4017278299609544,-0.21446906237578095,-0.3415591033414183,-0.34114545079125863,-0.40943191366724996,-0.19808249186722693,0.14729431728242534,-0.1138354991618181,-0.24173229683923153,1.5104479050524586,0.7160338630866125,0.6148603781096695,1.2744913267143623,-0.19453244472750025
2003,广州,-0.14730723584646255,0.4468222822754639,0.013132622371026234,-0.21420261583462813,-0.462742801812687,0.04680548713362641,0.18404573070219363,-0.4241211708122034,1.7409932087163222,1.362435473888553,2.034096914468873,-1.3354963208221062,-0.3939690529628663,0.4748093921479368,0.1566716794275607,1.3155254024985579,0.6662111277461558,-0.062761964116774,-0.3726706014916378,0.418721739313031,0.6612229039123433,-0.1304183999287925,0.11484841779239745,-0.0092273921173127,0.18236409517407828,0.2594088818855204,-0.19877300021874236,-0.34480929624053336,-0.3461098176253031,-0.4147576059890233,-0.25730267992242245,0.10979329864292155,-0.1603702545948489,-0.2614364789344579,1.1335193875385905,0.7160338630866125,0.6148603781096695,0.9087644715030205,-0.19945038201414567
2002,广州,-0.2264526139925916,0.3649060650195255,-0.12190403310400383,-0.258465125842276,-0.4291366213702021,-0.08573230224105194,0.285133979997827,-0.48587613123040013,1.720901408939281,1.405683390490931,1.9873142363942007,-1.1519246543557435,-0.39923705142638477,0.28571264748382874,0.14398983132373347,1.3155254024985579,0.5604630539300031,-0.13197303893420045,-0.4539309347627315,0.1834110443126869,0.6305614396712547,-0.2603562704915724,-0.09320599277361642,-0.0092273921173127,0.18236409517407828,0.12350864642638848,-0.22464266189535367,-0.3481522807386188,-0.3517458878424155,-0.4147576059890233,-0.281918348791246,0.10979329864292155,-0.1603702545948489,-0.2835609301349484,0.7975482403138349,0.7160338630866125,0.6148603781096695,0.6866192705598351,-0.2043683193007911
2001,广州,-0.2768917173417789,0.2964431224199678,-0.1708569600716126,-0.3027492713951522,-0.40711877901133264,-0.02623756123286311,0.2234442278635689,-0.5227787177811629,1.6856418390898564,1.1590065209615554,1.9405315583195275,-0.912201654617317,-0.3887010544993479,0.19813843146758467,0.12620333995798852,1.3155254024985579,0.5428383749606442,-0.18783424712389774,-0.5622931329409352,0.1892938116876956,0.6066693896132634,-0.31398636787884093,-0.19011979433267623,-0.0092273921173127,0.18236409517407828,0.09809130454205088,-0.1621398514861802,-0.3451401974212547,-0.3532632529215601,-0.4147576059890233,-0.3065340176600695,0.10979329864292155,-0.1603702545948489,-0.3033722796595206,0.5565658842547708,0.7160338630866125,0.6148603781096695,0.6575109865753233,-0.20928625658743652
2000,广州,-0.32639237633899126,0.2702843093694573,-0.21595760215548476,-0.3483094664845336,-0.3630830942935938,0.06271002185858758,0.1254663862385705,-0.5528024033001392,1.6332800589269332,1.0869106065364336,1.8915340481427685,-0.8452519880237024,-0.3844866557285331,0.27264713944914726,0.14622311275082256,1.3155254024985579,0.5957124118687206,-0.22213793908867271,-0.6596354252491096,0.19517657906270428,0.5903431554069695,-0.3542280941008195,-0.2566628823954851,-0.0092273921173127,0.18236409517407828,-0.23781922015545476,-0.16318195708958969,-0.3511551103437944,-0.3605813917720452,-0.4147576059890233,-0.331149686528893,0.10979329864292155,-0.1603702545948489,-0.3167903503586116,0.29180970301001197,0.7160338630866125,0.6148603781096695,0.6376827693660716,-0.21481893603491262
1999,广州,-0.377383609151488,0.2405936560268307,-0.25976127951559774,-0.3963711782342878,-0.30514140387551636,0.19819309544159236,-0.01968597172439026,-0.5828260888191154,1.5642996785107897,1.0364386504125005,1.84253653796601,-0.4737893217623565,-0.37605785818690357,0.364282256611306,0.1568311995294956,1.3155254024985579,0.6750234672308352,-0.2558985287783181,-0.7540558394920303,0.18105793736268352,0.5545050803199827,-0.39032695743068396,-0.33630487929210257,-0.0092273921173127,0.18236409517407828,0.016226918683254325,-0.16338758996785444,-0.35621689091091624,-0.3652840553150228,-0.4147576059890233,-0.3557653553977165,0.10979329864292155,-0.1603702545948489,-0.3167903503586116,0.06638662100378437,0.7160338630866125,0.6148603781096695,0.6202754391416705,-0.16256585236430504
1998,广州,-0.4117532049394177,0.1909019543786109,-0.3140489631526055,-0.41724538674453376,-0.2703763896246699,0.15106854810837314,0.00623409219756698,-0.6128497743380916,1.5165541761959829,0.9967064330439462,1.793539027789251,-0.5040246550626987,-0.3595514630012125,0.4702188082438594,0.1809187349216706,1.3155254024985579,0.7455221831082702,-0.27750574522760957,-0.8162589020042607,0.17164550956266975,0.5545050803199827,-0.39032695743068396,-0.3590218011921801,-0.0092273921173127,0.18236409517407828,-0.08159218776054077,-0.18698222009722318,-0.36130180575850945,-0.37141841576330104,-0.4147576059890233,-0.38038102426654,0.10979329864292155,-0.1603702545948489,-0.3167903503586116,-0.048577153764821315,0.7160338630866125,0.6148603781096695,0.6330715560615945,-0.1724017269375959
1997,广州,-0.4429620193095838,0.15949224891275998,-0.3432041615681284,-0.44538406528919156,-0.2228642034818464,0.24767387014147207,-0.10003816988245756,-0.6428734598570678,1.4829212947311328,0.9653541015203962,1.7445415176124919,-0.5407389883559712,2.8598979980036963,1.8532204898068447,0.7106849934475838,1.3155254024985579,0.8160208989857054,-0.29381049215612876,-0.8657321816375354,0.20576556033771976,0.5545050803199827,-0.39032695743068396,-0.48858264867114437,-0.0092273921173127,0.18236409517407828,-0.1653411203551031,-0.20754986455247446,-0.36528899899773914,-0.3761068012773046,-0.4147576059890233,-0.4049966931353635,0.10979329864292155,-0.1603702545948489,-0.3167903503586116,-0.07523117543091844,0.7160338630866125,0.6148603781096695,0.5941068036387628,-0.1748606955809186
1996,广州,-0.47512498240853146,0.1014623434063081,-0.3870876026429246,-0.4680916890863191,-0.17766968495574603,0.25709877960811606,-0.1337342529810019,-0.6728971453760442,1.4370223035555727,0.9287523012778492,1.6955440074357333,-0.4565119884478755,2.822670808861499,1.3872762235429972,0.6479138333361876,1.3155254024985579,0.8160208989857054,-0.31315011391618064,-0.9067503709141703,0.08928676631254938,0.5545050803199827,-0.39032695743068396,-0.5204297826781399,-0.0092273921173127,0.18236409517407828,-0.4252552441708735,-0.19709482681392074,-0.36673257809914867,-0.37832378977617453,-0.4147576059890233,-0.429612362004187,0.10979329864292155,-0.1603702545948489,-0.3167903503586116,-0.08924606061598914,0.7160338630866125,0.6148603781096695,0.5501849969136182,-0.22588429492986478
1995,广州,-0.5073750464864711,0.010891204454161424,-0.43235819282207905,-0.4891036190327431,-0.14290467070489948,0.25709877960811606,-0.14410227854978494,-0.7029208308950204,1.395959412982802,0.890272250759698,1.6465464972589743,-0.4694699884337363,2.796330816543907,1.4955080671275893,0.5928793981686357,1.3155254024985579,0.8160208989857054,-0.3350456092287301,-0.9537719886596462,0.5599081563132374,0.5545050803199827,-0.39032695743068396,-0.5507917537052031,-0.0092273921173127,0.18236409517407828,-0.4312177472466385,-0.23679068557657007,-0.3653630286952473,-0.37970875858665126,-0.4147576059890233,-0.4542280308730105,0.10979329864292155,-0.1603702545948489,-0.3167903503586116,-0.10604350850246559,0.7160338630866125,0.6148603781096695,0.7601104825999393,-0.22588429492986478
1994,广州,-0.5500127969634271,-0.14117771501028775,-0.4917895075508583,-0.5169011380686516,-0.10698082264569152,0.262400291183103,-0.16483832968735065,-0.7329445164139967,1.3533577631273248,0.8515513989241617,1.5975489870822153,-0.264301655324272,2.769288424431179,1.4903878004653488,0.5361700019307669,1.3155254024985579,0.8160208989857054,-0.3640945122766771,-1.0070129697094652,0.5599081563132374,0.5545050803199827,-0.39032695743068396,-0.6198628564296289,-0.0092273921173127,0.18236409517407828,-0.47608337555835606,-0.2655801598593897,-0.3693201473698643,-0.38457626846414666,-0.4147576059890233,-0.47884369974183405,0.10979329864292155,-0.1603702545948489,-0.3167903503586116,-0.13449044138286562,0.7160338630866125,0.6148603781096695,0.7334230856002779,-0.23387594302066358
1993,广州,-0.5876115992412082,-0.28088994982434495,-0.5423262404598077,-0.540406532650193,-0.06899843518790187,0.2640301656650319,-0.1831445876068555,-0.7629682019329728,1.294621123078907,0.7944814867038745,1.548551476905456,-0.15631832210876456,2.821589786368026,1.4519524233198067,0.4756308361885542,1.3155254024985579,0.8160208989857054,-0.39417909979278726,-1.0070129697094652,0.5599081563132374,0.5545050803199827,-0.39032695743068396,-0.663045106111799,-0.0092273921173127,0.18236409517407828,-0.5878203948934202,-0.3081956090149039,-0.3676430277070969,-0.38716205845141466,-0.4147576059890233,-0.5034593686106575,0.10979329864292155,-0.1603702545948489,-0.3167903503586116,-0.17939310392325367,0.7160338630866125,0.6148603781096695,0.6334750372257363,-0.23572016950315564
1992,广州,-0.624377766004847,-0.41121149002020124,-0.5865874361168101,-0.5602599376860202,-0.027371429597527523,0.2588956572230666,-0.1972735997930211,-0.792991887451949,1.244237747708034,0.7003281716062703,1.4995539667286977,-0.1995116553949676,2.9500691547890194,1.3919461207137291,0.4107582322815476,1.3155254024985579,0.8160208989857054,-0.4248306071404991,-1.0070129697094652,0.5599081563132374,0.5545050803199827,-0.39032695743068396,-0.7062273557939692,-0.0092273921173127,0.18236409517407828,-0.6071181403628994,-0.35987764630409796,-0.3706527744621334,-0.38996152563229153,-0.4147576059890233,-0.5203320316571263,0.10979329864292155,-0.1603702545948489,-0.3167903503586116,-0.21159449939598104,0.7160338630866125,0.6148603781096695,0.45340715768590456,-0.23756439598564766
1991,广州,-0.6441931907976173,-0.5291803809812081,-0.6247292081017033,-0.5766337876520785,0.01759381175317501,0.24714371898397333,-0.207139874007985,-0.8230155729709253,1.2003611258754583,0.6639671726811088,1.4505564565519384,-0.07857032219359911,3.0323371477095336,1.3044691523502174,0.3430709185385302,1.3155254024985579,0.8160208989857054,-0.4547478093356394,-1.0070129697094652,0.5599081563132374,0.5545050803199827,-0.39032695743068396,-0.7494096054761393,-0.0092273921173127,0.18236409517407828,-0.6417732749669038,-0.4034604900389225,-0.3709835946728731,-0.3901616257183488,-0.4147576059890233,-0.5203320316571263,0.10979329864292155,-0.1603702545948489,-0.3167903503586116,-0.24379589486870842,0.7160338630866125,0.6148603781096695,0.28457911057573587,-0.24002336462897036
1990,广州,-0.6549082727143305,-0.558353333969574,-0.6456761872376533,-0.5811122389353159,0.10636048147366965,0.018354041681195216,-0.04550235539065955,-0.8329717518546236,1.165321378780706,0.6307365908819542,1.4125879062304645,0.23242167746706233,2.9448883732151274,1.0927726100044985,0.2692928713936236,1.3155254024985579,0.8160208989857054,-0.4658652929171891,-1.0070129697094652,0.5599081563132374,0.5545050803199827,-0.39032695743068396,-0.7783437439462131,-0.0092273921173127,0.18236409517407828,-0.6473414065996373,-0.4078815969216145,-0.37231927549016447,-0.3909918801231598,-0.4147576059890233,-0.5203320316571263,0.10979329864292155,-0.1603702545948489,-0.3167903503586116,-0.23902071549596107,0.7160338630866125,0.6148603781096695,0.18803183201324608,-0.24125284895063173
2022,深圳,4.470246251229682,-0.5561964484289588,5.243536743288499,3.6484620635896965,-0.8173459471713209,-0.23770896739068345,0.5930643393906789,0.8599213184503696,1.4455953909877894,0.08498448516018903,1.124207726407843,2.3726513417984205,-0.43246056173630776,3.2595988370967466,1.3606576247865658,2.419350341701745,3.4949721023282403,6.752063431813644,3.6115367620484977,-0.9813768959390163,4.277284680189311,3.4650468884404524,2.665278217998149,5.52021090907511,7.33478028988448,2.6371017500187985,0.25681535483435325,0.08753203756402413,0.25451394174292463,5.720523246606053,6.940008899063332,6.934498727951203,5.319546739148129,0.19527258152531876,-0.12178029851711433,6.449181829042407,7.210204951681049,0.9390255588136517,-0.09002627738628516
2021,深圳,4.198654790689763,-0.5360133082897537,4.715300222207686,3.4992514068421356,-0.8161871133629595,-0.31546447049049475,0.661493308144646,0.7684405964128713,1.3268911034647894,0.08498448516018903,1.124207726407843,2.3726513417984205,-0.43246056173630776,3.2595988370967466,1.3606576247865658,2.419350341701745,3.4509104049048434,6.283791605809774,3.6115367620484977,-0.5813487144384314,3.9734574436185226,3.4650468884404524,2.665278217998149,5.798372589130783,6.157147112982638,2.6371017500187985,0.25681535483435325,0.11590139749746309,0.19906844824900638,4.692870186254867,7.063339203875188,6.337232573886021,4.723489366113468,0.19527258152531876,-0.12178029851711433,6.539684361957696,6.136827136802759,0.9390255588136517,-0.09002627738628516
