年份,地区,地区生产总值(万元),第一产业增加值(万元),第二产业增加值(万元),第三产业增加值(万元),第一产业增加值占GDP比重(%),第二产业增加值占GDP比重(%),第三产业增加值占GDP比重(%),人均地区生产总值(元),户籍人口(万人),非农业人口数(万人),年平均人口(万人),自然增长率(‰),第一产业从业人员数(万人),第二产业从业人员数(万人),第三产业从业人员数(万人),教育业从业人员数(万人),在岗职工平均人数(万人),在岗职工工资总额(万元),职工平均工资(元),地区生产总值增长率(%),规模以上工业企业数(个),规模以上工业总产值(当年价，万元),产品销售收入(万元),利税总额(万元),流动资产合计(万元),固定资产投资总额(万元),当年实际使用外资金额(万美元),地方财政一般预算内收入(万元),地方财政一般预算内支出(万元),科学支出(万元),教育支出(万元),年末金融机构各项贷款余额(万元),年末金融机构存款余额(万元),城乡居民储蓄年末余额(万元),普通高等学校在校学生数(人),专利授权数(件),发明专利授权数(件),货运总量(万吨),人口密度(人／平方公里)
2022,上海,10.221750782824637,1.7724609549256933,7.988158182403091,10.757191903620596,-1.0894074130781353,-4.19109126055557,4.039003807300421,7.704856987952291,2.3487609994104184,2.710051194226159,2.5676272297032545,-13.277129763732315,1.9300393166210583,0.2561541425400116,11.12652196894082,11.565609148668104,6.214758614818861,8.510949966614069,4.329317250475096,-1.398015465075916,3.980577237007835,3.133341770560695,3.2323268786514525,2.7966823042586655,5.7376952801511205,1.7465200220599817,3.2292411335377444,-5.561145834894026,-8.42646463928354,-10.667325965002652,6.541449682986035,7.331391295364334,6.45614449286843,6.970866695956244,2.3707303467144127,-11.32234697109718,3.3648912430645628,3.082108355408306,2.5801358853045033
2021,上海,6.411939364729094,0.6259232087683984,5.125497247780232,6.71512650425681,-1.084913572821229,-3.504038517161745,3.503497694584731,4.60180842530812,2.400167757961216,2.7100547424171686,2.4854890906627376,-5.669700493416134,0.6646191903398585,0.49638382940489095,6.252038820913738,6.17697074030862,4.200048719139133,6.249075030375916,3.7881348645464707,-1.1920912641734394,2.449984441880294,3.1591798633008072,3.2323503307354087,2.7966816660626757,4.406341447923837,2.324115816517333,4.253209450925285,0.7035797876143729,-0.9757538115480048,-2.8400023858081758,5.448669686063276,5.396584637031202,5.549305612424198,5.891731104252927,2.4086765129140475,-3.4314385925811317,2.9279369966850832,3.0759051457578988,2.572919806210953
2020,上海,4.113417247525495,0.03664817561156511,3.566987007771243,4.219131870167593,-1.0790573681076008,-2.8979696928026963,3.027878300722965,2.7294899079570882,2.4168434603834017,2.7100565165126747,2.434114385156525,-1.770759892247365,-0.060749403093450144,0.7355621658318315,3.4369682841506637,3.068819745989834,3.1686148081727,4.791894737355467,3.2517976362544445,-0.9961191546337229,1.52760632492009,3.1720989096708614,3.2323620567773883,2.7966813469646845,3.677255738820941,2.6129137137460092,4.376669762456592,3.9726585386882904,3.1080356222039116,1.6137624483467994,4.6453158994135775,4.254944307759324,4.827001790586215,4.879549043331475,2.4276495960138624,0.558181068719914,2.558934689919372,3.072803540932697,2.569311766664175
2019,上海,2.9234695412993386,-0.1640544532988369,2.8970406012884613,2.8801480527263443,-1.0726939520433996,-2.4212594777480674,2.651373395831737,1.759961583915898,2.410365125386514,2.7100571078778444,2.4041074383386714,-0.3923787069252956,-0.3963833521198239,0.9543947655196713,2.10520457123687,1.6092308937180058,2.8007245413906525,3.9250012369166236,2.7587999782565644,-0.8274506635777309,1.0620932451631988,3.176405258460879,3.2323659654580474,2.796681240598685,3.353700388174699,2.7091796794889,4.017501354477939,5.1387484560124275,4.744095914028922,3.578828938069522,4.086866982893449,3.6397450626993,4.2689122266803805,4.0040884275039925,2.433973957047134,1.8471189584972485,2.270295767182942,3.071769672657627,2.5681090868152467
2018,上海,2.4393813561361273,-0.14487498671683482,2.7000711672442375,2.3091151033064747,-1.0666784777347742,-2.1222825622675088,2.413210750027655,1.365283601201256,2.392309771680091,2.7100571078778444,2.3860725753632446,-0.346627684149215,-0.49259954518021853,1.1335872421672528,1.6806418947576385,1.1662789114993986,2.776645578264084,3.433986678423308,2.3476363032103804,-0.7034373181264265,0.9020955616456021,3.176405258460879,3.2323659654580474,2.796681240598685,3.238937631317403,2.7091796794889,3.5935835133356044,5.094507577271507,4.851619315983756,3.940057483967235,3.728801596359416,3.2842616570017324,3.8547161200326028,3.3351171710825884,2.433973957047134,1.6359820224421673,2.074431672891314,3.071769672657627,2.5681090868152467
2017,上海,2.258437802121362,-0.0745037333964567,2.560491844550913,2.1169730732813905,-1.061866098287874,-2.0494136366306703,2.352618133427323,1.2175161078298684,2.3742544179736673,2.7100571078778444,2.3706141213843073,-0.4455775706184125,-0.4997148707155899,1.2538452094734147,1.5871744672982464,1.1080385273402737,2.776645578264084,3.1044432112394325,2.0568010237734393,-0.6414306454007742,0.8962636334032807,3.176405258460879,3.2323659654580474,2.796681240598685,3.1362297035813356,2.7091796794889,3.522795525375859,4.732593940150245,4.3497980801251375,3.5823084866471793,3.526598399667999,2.92176884581722,3.564092669968788,2.9424031883793687,2.433973957047134,1.125377206245961,1.9837538514600046,3.071769672657627,2.5681090868152467
2016,上海,2.0414749111064525,-0.07921757015677804,2.238684576528696,1.9390830603175806,-1.0582568137026986,-2.116924553029506,2.403111980594266,1.0392321843468044,2.3613577367547935,2.7100571078778444,2.3525792584088805,-0.09552904751770301,-0.505768207365085,1.3697198826537489,1.5139851951200851,1.0475227049163278,2.776645578264084,2.8279101705750507,1.8125260493437547,-0.6414306454007742,0.9543293537290013,3.176405258460879,3.2323659654580474,2.796681240598685,2.8855269030142527,2.7091796794889,3.8879529819399457,4.549157707701786,3.957362734832016,3.109609801356251,3.3739174281814117,2.512411984879463,3.4892911648957474,2.8420172695995554,2.433973957047134,1.125377206245961,1.9837538514600046,3.071769672657627,2.5681090868152467
2015,上海,1.7713961833716028,-0.07124111757195842,2.094699552327351,1.6319711828534371,-1.0522413393940735,-1.904747387204594,2.2331160284655573,0.8132619135778616,2.343225002961057,2.7100571078778444,2.339181931627135,-0.2827890477174747,-0.43429635534560856,1.6610116404608786,1.8260179126885454,1.2874189105503777,3.318422248611875,2.716516944012702,1.3474704875202554,-0.6414306454007742,1.117369782416505,3.2002273631406193,3.2323659654580474,2.796681240598685,2.553532144469404,2.495856187513937,3.874722375679396,3.8603925790068914,3.503316513489761,2.424290784004844,3.0345458465002273,2.4784367060563772,3.512357839141054,2.805368600612311,2.4151058156739182,1.125377206245961,1.9837538514600046,3.071769672657627,2.5681090868152467
2014,上海,1.633868368278158,0.10601567387366054,2.156198809610002,1.4286892220916578,-1.041413485638548,-1.5993408606384323,1.9856961773475341,0.6995156375351523,2.3322112372001387,2.7100571078778444,2.3255269639457405,-0.11574461572108745,-0.4403496919951036,1.784266458495404,1.8081225738387368,1.3290269245356874,3.252205100013812,2.401163310833265,1.1385623018265527,-0.6207617544922235,1.1830423656669924,3.3169869468653777,3.2323659654580474,2.796681240598685,2.417728226002647,2.3174595956892303,3.8035851288192806,3.1348761618130587,2.7117277053235367,2.330516606492755,2.703759499524941,2.167522720218863,2.3572702139699206,2.605770267020009,2.384405006557173,1.125377206245961,1.9837538514600046,3.071769672657627,2.55586487632299
2013,上海,1.460111708923266,0.16405698454704964,2.1070756787720866,1.2155917964872514,-1.0329918216064726,-1.3314403987382906,1.7685726345296786,0.570688155892009,2.3157034852399803,2.7100571078778444,2.310326150866452,-0.21150257036869796,-0.529981553963065,1.7516317139089503,1.3033723126947478,1.0375541182323473,2.7345073927925894,2.0217670175520035,1.1215518419281705,-0.6124941981288032,1.3171767152403817,3.2980528219518197,3.2323659654580474,2.796681240598685,2.2807861338865987,2.1218756151054423,3.4673385478969454,2.7650693703570974,2.4652682834879736,2.2850872592609277,2.6300947575524263,1.9653421441007595,2.1784242704701184,2.4894112602324356,2.372855977540169,1.125377206245961,1.9837538514600046,3.126347569466223,2.538373147048337
