年份,地区,地区生产总值(万元),第一产业增加值(万元),第二产业增加值(万元),第三产业增加值(万元),第一产业增加值占GDP比重(%),第二产业增加值占GDP比重(%),第三产业增加值占GDP比重(%),人均地区生产总值(元),户籍人口(万人),非农业人口数(万人),年平均人口(万人),自然增长率(‰),第一产业从业人员数(万人),第二产业从业人员数(万人),第三产业从业人员数(万人),教育业从业人员数(万人),在岗职工平均人数(万人),在岗职工工资总额(万元),职工平均工资(元),地区生产总值增长率(%),规模以上工业企业数(个),规模以上工业总产值(当年价，万元),产品销售收入(万元),利润总额(万元),流动资产合计(万元),固定资产投资总额(万元),当年实际使用外资金额(万美元),地方财政一般预算内收入(万元),地方财政一般预算内支出(万元),科学支出(万元),教育支出(万元),年末金融机构各项贷款余额(万元),年末金融机构存款余额(万元),城乡居民储蓄年末余额(万元),普通高等学校在校学生数(人),专利授权数(件),发明专利授权数(件),货运总量(万吨),人口密度(人／平方公里)
1992,佛山,2393054.0,270730.95476543606,1467901.7247845696,739195.1120945007,11.399718105001615,60.5776173725232,27.72682198487397,8619.0,291.15,105.74,287.16999999999996,12.5,51.90228861701547,78.87785995212222,45.555201611484854,5.25,55.0,289257.64882176847,8426.18,22.0,1748.0,12930306.0,3965703.3333333335,1683966.0,31050624.0,517959.0,42729.23220080708,217045.0,168441.0,21713.0,24420.0,19721400.0,29495500.0,12169800.0,4144.0,36767.0,4901.0,4303.0,496.0
1991,佛山,1666400.0,216600.0,1039100.0,410700.0,12.998,62.356,24.646,5911.0,284.42,101.27,281.9,12.68,55.34,69.54,40.85,5.25,55.0,216825.0,8426.18,22.0,1748.0,12930306.0,2807133.0,1683966.0,31050624.0,159973.0,18222.0,170396.0,127485.0,21713.0,24420.0,19721400.0,29495500.0,12169800.0,3522.0,36767.0,4901.0,1918.0,492.0
1990,佛山,1255000.0,194700.0,752000.0,308300.0,15.514,59.92,24.566,4540.0,279.4,97.51,276.4,14.9,53.31,68.04,37.85,5.25,55.0,173256.0,8426.18,22.0,1748.0,12930306.0,2060230.0,1683966.0,31050624.0,168687.0,17799.0,134893.0,97083.0,21713.0,24420.0,19721400.0,29495500.0,12169800.0,3860.0,36767.0,4901.0,1749.0,488.0
2022,江门,37730000.0,3244780.0,17235064.0,17250156.0,8.6,45.68,45.72,78146.0,403.0,219.77,400.0,3.85,0.104,30.8,28.11,5.192,61.0,6193821.0,93578.0,3.3,3264.0,42743780.0,22461900.0,1936425.0,31751808.0,15177723.0,82329.0,2630330.0,4506651.0,159334.0,900471.0,54712221.0,64176036.0,30595299.0,40055.0,20501.0,1183.0,13926.0,379.0
2021,江门,36010000.0,2949219.0,16409757.0,16658226.0,8.19,45.57,46.26,74722.0,403.0,219.77,400.0,3.85,0.104,30.8,28.11,5.192,60.0,5646648.0,93578.0,8.4,2903.0,42743780.0,22461900.0,2416549.0,29145895.0,15177723.0,82329.0,2798741.0,4602455.0,175065.0,900034.0,49205143.0,57382891.0,30595299.0,40055.0,21272.0,964.0,13926.0,379.0
2020,江门,32010000.0,2740056.0,13328964.0,15931377.0,8.56,41.64,49.77,66984.0,401.5401785714286,219.77,400.0,3.85,0.104,30.8,28.11,5.192,56.0,4922920.0,88219.0,2.2,2535.0,42743780.0,22461900.0,2252446.0,25164869.0,15177723.0,82329.0,2640041.0,4423756.0,167329.0,870990.0,43445747.0,53590903.0,30595299.0,40055.0,16891.0,624.0,13926.0,379.0
2019,江门,31470000.0,2542776.0,13525806.0,15398271.0,8.08,42.98,48.93,68194.0,400.0,219.77,400.0,3.85,0.104,30.8,28.11,5.192,56.0,4468066.0,80332.0,4.3,2458.0,42743780.0,22461900.0,2230728.0,22512191.0,15177723.0,82329.0,2568298.0,4212384.0,153988.0,850385.0,36177222.0,48311622.0,30595299.0,40055.0,13282.0,647.0,13926.0,379.0
2018,江门,29004073.0,2015783.0,14081477.0,12906812.0,6.95,48.55,44.5,63328.0,399.0,219.77,398.0,7.03,0.1,35.383,28.842,4.616,59.0,4177211.0,71371.0,7.8,2300.0,42743780.0,22461900.0,4047801.0,21012788.0,15177723.0,73429.0,2440479.0,3778763.0,132816.0,796835.0,30842527.0,44011976.0,24758832.0,40055.0,12273.0,712.0,13926.0,379.0
2017,江门,26902500.0,1946843.0345265812,12934076.317827716,11816900.275390882,7.3148093841642225,48.105918833503466,44.54971687808639,59089.0,396.0,219.77,395.0,6.68,0.057,32.68,23.976,4.146,54.0,3533840.0,66107.0,7.6,2112.0,42743780.0,22461900.0,2369823.0,19134145.0,15177723.0,51096.0,2223728.0,3332625.0,110216.0,732484.0,27321868.0,41234454.0,23837469.0,40055.0,8577.0,589.0,13926.0,379.0
2016,江门,24187806.0,1889068.0,11508558.0,10790180.0,7.81,47.58,44.61,53374.0,394.0,219.77,393.0,7.32,0.051,35.8,23.684,4.223,56.0,3413926.0,61366.0,7.4,1998.0,42743780.0,22461900.0,2381823.0,18095685.0,15177723.0,47634.0,2041744.0,2932116.0,94638.0,671034.0,23670598.0,38700574.0,24014199.0,40055.0,8577.0,589.0,13926.0,379.0
2015,江门,22400243.0,1744979.0,10846198.0,9809066.0,7.79,48.42,43.79,49608.0,391.41,219.77,392.4,5.7,0.055,35.587,22.644,4.212,56.0,3036508.0,54106.0,8.4,2036.0,39987586.0,22461900.0,2262352.0,17169990.0,13078743.0,87941.0,1990104.0,2928957.0,79850.0,641516.0,22180100.0,37668100.0,22705200.0,39490.0,8577.0,589.0,13926.0,379.0
2014,江门,20827636.0,1680790.0,10215955.0,8930890.0,8.07,49.05,42.88,46237.0,393.4,219.77,393.2,2.3,0.056,36.712,23.151,4.185,57.0,2759061.0,48167.96,7.8,1961.0,36254924.0,22461900.0,1708394.0,16013405.0,11116497.0,85377.0,1772018.0,2360956.0,51532.0,545150.0,18794090.0,34612216.0,21741662.0,38722.0,8577.0,589.0,13926.0,378.0
2013,江门,20001764.0,1588140.0,10130893.0,8282730.0,7.94,50.65,41.41,50895.0,393.0,219.77,392.4,3.8,0.05,37.54,21.93,4.36,57.0,2440678.0,42848.98,6.37,2007.0,31078568.0,22461900.0,1560754.0,14813015.0,10008418.0,92304.0,1580325.0,2126085.0,52778.0,504425.0,15631518.0,32073298.0,20298800.0,34345.0,8577.0,589.0,9999.0,375.0
2012,江门,18803941.0,1494913.0,9608814.0,7700214.0,7.95,51.1,40.95,42028.0,391.8,219.77,392.8,0.3,0.04,33.54,19.69,4.49,52.0,1971059.0,37985.33,8.1,1851.0,25194713.0,22461900.0,1279637.0,12592931.0,8504108.0,86985.0,1350341.0,1881150.0,54117.0,440191.0,13311859.0,28036122.0,18531027.0,30699.0,8577.0,589.0,8996.0,373.0
2011,江门,18306373.0,1383962.0,9973312.0,6950930.0,7.56,54.48,37.97,41063.0,393.7,219.77,393.0,3.1,0.05,36.07,18.75,4.71,51.0,1631265.0,31910.5,13.0,2763.0,46689822.0,22461900.0,3109037.0,12463814.0,7419441.0,78914.0,1191731.0,1653028.0,38554.0,354569.0,11336885.0,24909172.0,16452800.0,26624.0,8577.0,589.0,8180.0,371.0
2010,江门,15704191.0,1169962.0,8722108.0,5812121.0,7.45,55.54,37.01,37313.0,392.28,219.77,391.9,2.49,0.11,26.99,17.75,4.47,32.0,1194236.0,37495.64,14.5,3274.0,38289057.0,22461900.0,2510807.0,10501817.0,6317680.0,110849.0,1042878.0,1329847.0,29897.0,262986.0,9737500.0,22149700.0,14619800.0,23289.0,8577.0,589.0,7458.0,383.0
2009,江门,13408813.0,1043206.0,7774430.0,4591178.0,7.78,57.98,34.24,32139.0,391.52,219.77,390.7,2.96,0.11,24.19,17.11,4.38,36.0,979836.0,29320.510202099817,9.7,3246.0,28529181.0,22461900.0,1472053.0,9505027.0,4920698.0,103667.0,836323.0,1110750.0,22519.0,232082.0,8285000.0,19130300.0,12890600.0,21667.0,8577.0,589.0,6691.0,382.0
2008,江门,12805877.0,1033434.0,7374905.0,4397538.0,8.07,57.59,34.34,30973.0,389.93,219.77,389.4625,2.37,0.13,24.62,16.95,4.28,40.0,868276.0,21674.39,10.8,2674.0,27511900.0,22461900.0,582400.0,9505027.0,3870646.0,91680.0,746842.0,925977.0,22100.0,208717.0,6064200.0,16113100.0,11581600.0,19173.0,8577.0,589.0,6099.0,380.0
2007,江门,11070736.0,927727.7,6156436.0,3986572.0,8.38,55.61,36.01,26882.0,388.38,219.46,388.225,1.25,0.17,25.31,16.3,4.29,41.0,789390.0,19376.29,15.1,2611.0,22313225.0,21331914.0,1067207.0,9505027.0,3244700.0,78334.0,624301.0,763994.0,18776.0,170347.0,5842500.0,13862000.0,9729700.0,17431.0,8577.0,589.0,5697.0,377.0
2006,江门,9418767.0,766687.6,5146414.0,3505665.0,8.14,54.64,37.22,22936.0,387.34,219.33,386.9875,3.55,0.16,21.72,15.85,4.23,37.0,608376.0,16658.71,15.6,2481.0,17524904.0,16799038.0,780691.0,9505027.0,2792478.0,67799.0,506555.0,633967.0,4856.0,122496.0,5185100.0,12864200.0,9410300.0,16109.0,8577.0,589.0,5295.0,373.0
2005,江门,8053737.0,724836.3,4253984.0,3074917.0,9.0,52.82,38.18,19636.0,386.24,218.82,385.75,2.76,0.15,19.81,15.54,4.31,35.0,523500.0,15030.15,12.8,2366.0,14532498.0,14090561.0,474524.0,9505027.0,2374597.0,60624.0,416300.0,542353.0,4197.0,102570.0,5341675.0,11637641.0,8519266.0,14241.0,8577.0,589.0,5025.0,370.0
2004,江门,8345574.0,766958.3,4190313.0,3388303.0,9.19,50.21,40.6,21872.0,385.53,221.29,384.5125,1.92,0.16,19.46,15.58,4.22,34.0,470892.0,13736.64,12.2,2132.0,13228474.0,12793088.0,474524.0,9505027.0,2001636.0,51205.0,289408.0,475813.0,2879.0,93113.0,5734209.0,10299375.0,7539178.0,8791.0,8577.0,589.0,4115.0,367.0
2003,江门,7300825.0,735193.1,3546741.0,3019621.0,10.07,48.58,41.36,19131.0,381.98,221.67,383.275,3.26,0.22,18.84,15.64,4.12,34.0,423262.0,12405.1,11.1,2111.0,11169542.0,10713883.0,474524.0,9505027.0,1611066.0,84935.0,293745.0,413762.0,2146.0,85367.0,6370084.0,9170130.0,6671735.0,7189.0,8577.0,589.0,4307.0,363.0
2002,江门,6608232.0,701794.2,3197063.0,2709375.0,10.62,48.38,41.0,17344.0,381.27,144.59,382.0375,3.07,0.23,18.51,15.95,4.12,34.0,381984.0,11169.12,10.3,1918.0,10277741.0,9553576.0,474524.0,9505027.0,1369324.0,73546.0,257400.0,364400.0,2146.0,79679.8,6370084.0,9170130.0,5783000.0,6841.0,8577.0,589.0,4075.0,346.0
2001,江门,6151585.0,690207.8,2925694.0,2535068.0,11.22,47.56,41.21,16154.0,380.74,146.33,380.8,3.42,0.29,18.56,17.23,4.12,36.0,373455.0,10262.57,12.8,1817.0,9443508.0,8800633.0,474524.0,9505027.0,1228804.0,82747.0,249600.0,314200.0,2146.0,73992.6,6370084.0,9170130.0,5310250.0,6628.0,8577.0,589.0,3710.0,343.0
2000,江门,5675106.0,681012.7,2701350.0,2292743.0,12.0,47.6,40.4,14849.8,380.85,145.64,378.18,5.11,0.35,19.92,18.19,4.12,38.0,365447.0,9524.0,15.3,1599.0,8711460.0,7997855.0,474524.0,9505027.0,1090572.0,76614.0,212400.0,279800.0,2146.0,68305.4,6370084.0,9170130.0,4837500.0,6055.0,8577.0,589.0,3259.0,341.0
1999,江门,5146937.0,653661.0,2480824.0,2012452.0,12.7,48.2,39.1,13545.6,379.84,144.6,375.56,5.71,0.36,21.69,18.3,4.12,42.0,363063.0,8679.0,10.3,1442.0,8051152.0,7302707.0,474524.0,9505027.0,966064.0,66156.0,189400.0,247000.0,2146.0,62618.2,6370084.0,9170130.0,4837500.0,6945.0,8577.0,589.0,506.0,338.0
1998,江门,4818765.0,631258.2,2346739.0,1840768.0,13.1,48.7,38.2,12241.4,378.9,142.85,372.94,6.35,0.39,23.62,19.25,4.12,44.0,362214.0,8287.0,9.1,1442.0,8051152.0,6111975.0,474524.0,9505027.0,824799.0,56085.0,173000.0,230200.0,2146.0,56931.0,6370084.0,9170130.0,4837500.0,6135.0,8577.0,589.0,655.0,337.0
1997,江门,4578679.0,645135.9,2158389.0,1775154.0,14.09,47.14,38.77,10937.2,377.07,138.19,370.32,7.57,86.08,67.57,69.35,4.12,49.0,395006.0,8136.0,7.24,1442.0,8051152.0,5813080.0,474524.0,9505027.0,770437.0,50335.0,157200.0,218800.0,2146.0,51243.8,6370084.0,9170130.0,4837500.0,5401.0,8577.0,589.0,700.0,348.0
1996,江门,4291370.0,605083.2,2055566.0,1630721.0,14.1,47.9,38.0,9633.0,374.37,135.96,367.70000000000005,8.09,83.67,70.39,67.29,4.12,49.0,393455.0,7874.0,10.7,1442.0,8051152.0,5347473.0,474524.0,9505027.0,865571.0,64380.0,149700.0,199700.0,2146.0,45556.6,6370084.0,9170130.0,4837500.0,3969.0,8577.0,589.0,9580.0,347.0
1995,江门,3793935.0,534944.8,1802119.0,1456871.0,14.1,47.5,38.4,8328.8,371.81,133.08,365.08000000000004,8.33,83.85,70.25,68.91,4.12,49.0,398258.0,7398.0,30.5,1442.0,8051152.0,4561296.0,474524.0,9505027.0,488700.0,63152.0,159700.0,187300.0,2146.0,39869.4,6370084.0,9170130.0,4837500.0,3725.0,8577.0,589.0,2661.0,346.0
1994,江门,2786479.0,440944.0,1398505.0,947030.0,15.824,50.189,33.987,7024.6,368.7,129.27,362.46000000000004,9.1,84.12,62.67,63.51,4.12,49.0,333410.0,6658.88,30.5,1442.0,8051152.0,3957853.0,474524.0,9505027.0,454392.0,53958.0,134900.0,168900.0,2146.0,34182.200000000004,6370084.0,9170130.0,4837500.0,3282.0,8577.0,589.0,3334.0,340.0
1993,江门,2025481.0,366239.9540382355,1060716.4748736145,677559.4045436577,18.304246030436605,49.621644892233014,32.223283954813574,5720.4,365.0,112.52,359.84000000000003,9.9,86.70994031512878,59.38315293152932,59.94506087306074,4.12,49.0,270583.72685403697,6658.88,30.5,1442.0,8051152.0,3106071.3333333335,474524.0,9505027.0,446025.0,40375.63236563022,161339.0,134611.0,2146.0,28495.0,6370084.0,9170130.0,4837500.0,3929.0,8577.0,589.0,2242.0,339.0
1992,江门,1422452.0,305401.1476263638,763464.4638913025,472010.561572122,20.84751135021332,48.32689272615264,30.94282092138877,4416.199999999999,360.48,102.17,357.22,10.3,91.50877510261932,56.356576465764654,56.527886806646194,4.12,49.0,208566.11683189624,6658.88,30.5,1442.0,8051152.0,2254289.666666667,474524.0,9505027.0,247378.0,25028.118991075607,100022.0,80094.0,2146.0,16936.0,6370084.0,9170130.0,4837500.0,2692.5,8577.0,589.0,900.0,335.0
1991,江门,1103700.0,256800.0,512400.0,334600.0,23.267,46.426,30.316,3112.0,356.54,96.58,354.6,10.81,95.1,53.73,53.51,4.12,49.0,148546.0,6658.88,30.5,1442.0,8051152.0,1402508.0,474524.0,9505027.0,118465.0,11827.0,87341.0,69461.0,2146.0,16936.0,6370084.0,9170130.0,4837500.0,1456.0,8577.0,589.0,2037.0,331.0
1990,江门,930900.0,237400.0,409500.0,284000.0,25.502,43.99,30.508,2663.0,352.75,93.33,349.6,11.3,94.87,51.44,51.02,4.12,49.0,128881.0,6658.88,30.5,1442.0,8051152.0,1100872.0,474524.0,9505027.0,76087.0,7362.0,70000.0,56304.0,2146.0,16936.0,6370084.0,9170130.0,4837500.0,1191.0,8577.0,589.0,726.0,328.0
2022,肇庆,27050000.0,4863590.0,11269030.0,10917380.0,17.98,41.66,40.36,65513.0,458.0,117.88,452.0,11.01,0.052,14.891,20.169,5.016,35.0,3422906.0,93205.0,1.06,1562.0,40221152.0,9120800.0,1740332.0,18839000.0,13737439.0,94089.0,1608381.0,3975605.0,75161.0,861994.0,29320032.0,33842818.0,16376390.0,86556.0,8999.0,672.0,6382.0,870.0
2021,肇庆,26500000.0,4579200.0,11010750.0,10899450.0,17.28,41.55,41.13,64269.0,458.0,117.88,452.0,11.01,0.052,14.891,20.169,5.016,34.0,3196645.0,93205.0,10.52,1446.0,40221152.0,9120800.0,2018940.0,16430909.0,13737439.0,94089.0,1464613.0,3967991.0,109396.0,790432.0,26300349.0,30140113.0,16376390.0,86556.0,7584.0,602.0,6382.0,870.0
2020,肇庆,23110000.0,4370101.0,9019833.0,9720066.0,18.91,39.03,42.06,56318.0,456.75,117.88,452.0,11.01,0.052,14.891,20.169,5.016,35.0,3121377.0,90002.0,2.96,1281.0,40221152.0,9120800.0,1765265.0,11893485.0,13737439.0,94089.0,1245066.0,4305842.0,101601.0,785314.0,24828519.0,28549986.0,16376390.0,86556.0,6326.0,385.0,6382.0,870.0
2019,肇庆,22490000.0,3859284.0,9254635.0,9373832.0,17.16,41.15,41.68,53936.0,454.0,117.88,452.0,11.01,0.052,14.891,20.169,5.016,35.0,2761020.0,78768.0,6.26,1173.0,40221152.0,9120800.0,1803342.0,9516481.0,13737439.0,94089.0,1142081.0,3516452.0,87078.0,712588.0,21523681.0,26201848.0,16376390.0,86556.0,4524.0,309.0,6382.0,870.0
2018,肇庆,22018012.0,3478846.0,7745937.0,10793229.0,15.8,35.18,49.02,53267.0,450.0,117.88,448.0,12.26,0.06,18.656,19.901,4.889,37.0,2657937.0,71451.0,6.62,1175.0,40221152.0,9120800.0,1539817.0,8555845.0,13737439.0,94405.0,1060421.0,3157167.0,69917.0,635578.0,18211947.0,24717382.0,15247818.0,86556.0,3901.0,294.0,6382.0,870.0
2017,肇庆,21100100.0,3317202.8974936027,8848768.514039401,9287470.397707641,15.435820512820515,41.37849622533202,43.180233579065415,51464.0,446.0,117.88,445.0,4.62,0.086,19.487,19.714,5.075,38.0,2467867.0,65227.0,5.83,1163.0,40221152.0,9120800.0,1589022.0,7859785.0,13737439.0,18135.0,948545.0,2711538.0,58617.0,584554.0,14977324.0,22359439.0,13807093.0,86556.0,2332.0,188.0,6382.0,870.0
2016,肇庆,20840190.0,3169793.0,9994955.0,7675442.0,15.21,47.96,36.83,51178.0,444.0,117.88,441.0,15.3,0.086,22.555,19.706,5.035,41.0,2427755.0,59591.0,5.04,1100.0,40221152.0,9120800.0,2252303.0,7560840.0,13737439.0,37049.0,917002.0,2481551.0,42231.0,563662.0,12831758.0,20230922.0,12217472.0,86556.0,2332.0,188.0,6382.0,870.0
2015,肇庆,19700100.0,2882125.0,9903240.0,6914735.0,14.63,50.27,35.1,48670.0,438.27,117.88,436.0,12.06,0.09,23.362,19.33,5.109,41.0,2258166.0,54469.0,8.2,1110.0,40343694.0,9120800.0,2352720.0,7669927.0,13300331.0,139447.0,1433604.0,2677067.0,49802.0,552246.0,12815202.0,17850075.0,11609429.0,81441.0,2332.0,188.0,6382.0,870.0
2014,肇庆,18450647.0,2719625.0,9227169.0,6502008.0,14.74,50.01,35.24,45795.0,433.7,117.88,431.8,10.6,0.092,22.542,19.119,5.255,41.0,2007649.0,49050.79,10.0,1083.0,38635012.0,9120800.0,2160492.0,7538675.0,11387298.0,133317.0,1391326.0,2417130.0,40431.0,553506.0,11725091.0,16792576.0,10750183.0,75810.0,2332.0,188.0,6382.0,853.0
2013,肇庆,16600720.0,2624574.0,7910243.0,6065903.0,15.81,47.65,36.54,38606.0,429.8,117.88,428.7,9.1,0.07,21.95,18.64,5.12,39.0,1742051.0,44656.52,13.52,1086.0,34102909.0,9120800.0,2181718.0,6657522.0,10077778.0,124109.0,1207736.0,2004040.0,33989.0,485174.0,10513955.0,15944311.0,9819171.0,66648.0,2332.0,188.0,4531.0,824.0
2012,肇庆,14623503.0,2386556.0,6693177.0,5543770.0,16.32,45.77,37.91,36864.0,427.6,117.88,427.3,8.0,0.11,15.37,16.32,4.82,31.0,1211456.0,39155.01,11.0,1046.0,28164389.0,9120800.0,1921976.0,6042806.0,8526039.0,115159.0,1038088.0,1764897.0,38605.0,418212.0,8762674.0,13246417.0,8544331.0,63657.0,2332.0,188.0,3750.0,823.0
2011,肇庆,13244142.0,2263424.0,5872453.0,5106941.0,17.09,44.34,38.56,33642.0,426.9,117.88,424.7,9.3,0.11,14.1,15.82,4.75,29.0,1002306.0,34115.25,14.66,1054.0,24689557.0,9120800.0,1681568.0,5592962.0,7100299.0,102893.0,922309.0,1570098.0,30926.0,350275.0,7543518.0,11971343.0,7456032.0,58675.0,2332.0,188.0,3360.0,812.0
2010,肇庆,10858680.0,1902441.0,4567161.0,4389078.0,17.52,42.06,40.42,27836.0,422.41,117.88,418.0,18.11,0.14,12.6,14.84,4.72,27.0,809152.0,30113.58,17.5,1131.0,17441889.0,9120800.0,981833.0,3917395.0,5340659.0,93388.0,768042.0,1276606.0,22967.0,267503.0,6420440.0,10573821.0,6502617.0,55574.0,2332.0,188.0,2869.0,799.0
2009,肇庆,8620048.0,1653325.0,3196314.0,3769547.0,19.18,37.08,43.73,22415.0,413.69,117.88,412.0,7.6,0.12,11.95,14.72,4.62,26.0,680635.0,26319.99,13.9,1065.0,11790133.0,9120800.0,623413.0,3781153.0,4627665.0,88795.0,559151.0,1069336.0,21464.0,215116.0,5543506.0,9095669.0,5541367.0,48227.0,2332.0,188.0,2647.0,782.0
2008,肇庆,7158542.0,1621410.0,2627901.0,2909231.0,22.65,36.71,40.64,18951.0,410.28,117.88,408.975,6.2,0.16,12.02,14.41,4.52,26.0,617658.0,23387.28,14.2,1035.0,9630200.0,9120800.0,419600.0,3781153.0,3502881.0,85833.0,435571.0,789942.0,16644.0,170151.0,3741512.0,7287479.0,4898728.0,41794.0,2332.0,188.0,6515.0,769.0
2007,肇庆,5922177.0,1395265.0,2007026.0,2519886.0,23.56,33.89,42.55,15891.0,407.71,117.47,405.95,6.05,0.18,12.0,14.23,4.28,26.0,536497.0,20834.83,15.3,906.0,6750380.0,6390413.0,278698.0,3781153.0,2947859.0,77496.0,327411.0,613473.0,13345.0,136168.0,3033139.0,6137368.0,4110207.0,34281.0,2332.0,188.0,5075.0,743.0
2006,肇庆,5160945.0,1478095.0,1494094.0,2188241.0,28.64,28.95,42.4,13991.0,404.65,110.97,402.925,14.45,0.19,11.82,14.29,4.2,26.0,476772.0,18415.3,14.5,788.0,4542272.0,4361007.0,148973.0,3781153.0,2169395.0,67180.0,249817.0,489383.0,2456.0,92755.0,2505466.0,5491376.0,3805019.0,27746.0,2332.0,188.0,4206.0,733.0
2005,肇庆,4505704.0,1417494.0,1134086.0,1954124.0,31.46,25.17,43.37,12315.0,396.48,110.98,399.9,5.47,0.2,11.42,14.28,4.15,26.0,434688.0,16718.77,14.4,685.0,3211965.0,3094405.0,94468.0,3781153.0,1780148.0,60288.0,204413.0,406430.0,1879.0,75774.0,2294286.0,4781445.0,3359141.0,19357.0,2332.0,188.0,3792.0,722.0
2004,肇庆,5485089.0,1510594.0,1954886.0,2019610.0,27.54,35.64,36.82,13945.0,394.05,97.53,396.875,5.4,0.27,10.21,13.23,4.09,23.0,344832.0,14914.88,13.2,600.0,2545103.0,2404611.0,94468.0,3781153.0,1459725.0,48213.0,157979.0,355309.0,1543.0,70804.0,2577644.0,4143620.0,2930571.0,16237.0,2332.0,188.0,3273.0,716.0
2003,肇庆,4663914.0,1344140.0,1566142.0,1753632.0,28.82,33.58,37.6,11907.0,392.65,97.58,393.85,5.17,0.27,10.45,13.49,4.09,24.0,308960.0,13069.37,11.4,820.0,4466533.0,4177976.0,94468.0,3781153.0,1147510.0,68202.0,144425.0,318983.0,3390.0,70267.0,2524704.0,3743693.0,2567208.0,17215.0,2332.0,188.0,5946.0,711.0
2002,肇庆,4502169.0,1250252.0,1667603.0,1583863.0,27.77,37.04,35.18,11549.0,390.75,97.19,390.825,6.01,0.34,10.65,13.48,4.09,24.0,273119.0,11184.23,10.3,971.0,4846510.0,4175572.0,94468.0,3781153.0,975672.0,54551.0,129800.0,269600.0,3390.0,66042.3,2524704.0,3743693.0,2250000.0,24010.0,2332.0,188.0,5760.0,705.0
2001,肇庆,4110187.0,1175102.0,1471858.0,1463638.0,28.59,35.81,35.61,10600.0,388.9,93.62,387.8,6.46,94.59,45.56,63.77,4.09,25.0,244309.0,9671.77,11.5,960.0,4304344.0,3663413.0,94468.0,3781153.0,880456.0,47597.0,123900.0,229300.0,3390.0,61817.6,2524704.0,3743693.0,1992700.0,21852.0,2332.0,188.0,5507.0,700.0
2000,肇庆,3833994.0,1104190.0,1376404.0,1349566.0,28.8,35.9,35.2,9790.818181818182,386.6,93.56,404.74,8.4,93.21,45.59,63.83,4.09,26.0,238218.0,8989.0,12.7,981.0,3920411.0,3425260.0,94468.0,3781153.0,825871.0,44276.0,110600.0,197200.0,3390.0,57592.9,2524704.0,3743693.0,1842100.0,18157.0,2332.0,188.0,4802.0,695.0
1999,肇庆,3923948.0,1008455.0,1691222.0,1224272.0,25.7,43.1,31.2,8981.636363636364,381.27,91.98,421.68,8.43,92.02,46.21,60.95,4.09,29.0,236701.0,8219.0,12.61,953.0,3608991.0,3111905.0,94468.0,3781153.0,785397.0,42137.0,95300.0,177700.0,3390.0,53368.2,2524704.0,3743693.0,1842100.0,5671.0,2332.0,188.0,3908.0,681.0
1998,肇庆,3560062.0,957656.7,1516586.0,1085819.0,26.9,42.6,30.5,8172.454545454546,372.47,93.28,438.62,5.67,89.03,44.91,64.79,4.09,30.0,224540.0,7475.0,13.2,953.0,3608991.0,2821391.0,94468.0,3781153.0,738140.0,40112.0,84100.0,155100.0,3390.0,49143.5,2524704.0,3743693.0,1842100.0,7581.0,2332.0,188.0,3579.0,676.0
1997,肇庆,3310964.0,948922.3,1368753.0,993289.2,28.66,41.34,30.0,7363.272727272728,368.34,91.96,455.56000000000006,12.22,86.88,44.63,65.95,4.09,33.0,233748.0,7122.0,14.42,953.0,3608991.0,2756542.0,94468.0,3781153.0,641128.0,41871.0,68900.0,142200.0,3390.0,44918.8,2524704.0,3743693.0,1842100.0,5945.0,2332.0,188.0,3291.0,670.0
1996,肇庆,2886120.0,848519.3,1177537.0,860063.8,29.4,40.8,29.8,6554.09090909091,361.54,90.74,472.5,12.0,83.64,44.25,66.17,4.09,33.0,227362.0,6875.0,15.6,953.0,3608991.0,2323435.0,94468.0,3781153.0,404760.0,36641.0,63700.0,127500.0,3390.0,40694.100000000006,2524704.0,3743693.0,1842100.0,6035.0,2332.0,188.0,3111.0,663.0
1995,肇庆,2416617.0,737068.2,990813.0,686319.2,30.5,41.0,28.4,5744.909090909091,355.97,89.39,489.44000000000005,12.31,85.8,43.66,61.39,4.09,33.0,215797.0,6369.0,26.8,953.0,3608991.0,1914437.0,94468.0,3781153.0,562439.0,34729.0,60900.0,117800.0,3390.0,36469.4,2524704.0,3743693.0,1842100.0,6020.0,2332.0,188.0,2984.0,658.0
1994,肇庆,1842979.0,576370.0,763329.0,503280.0,31.274,41.418,27.308,4935.727272727273,351.61,87.41,506.38000000000005,12.4,87.55,42.76,54.79,4.09,33.0,178632.0,5561.39,26.8,953.0,3608991.0,1478023.0,94468.0,3781153.0,387027.0,3732.0,71700.0,148200.0,3390.0,32244.700000000004,2524704.0,3743693.0,1842100.0,6680.0,2332.0,188.0,1105.0,651.0
1993,肇庆,1337421.0,538662.4381027892,595917.9240704232,379409.8353351471,35.0540428633829,39.31267395405896,26.016915380170627,4126.545454545455,576.45,129.17,523.32,12.3,105.42554847556123,46.50346005954862,55.92509657676906,4.09,33.0,157214.58759846116,5561.39,26.8,953.0,3608991.0,1217366.0,94468.0,3781153.0,452725.0,3677.2373847740173,98722.0,118752.0,3390.0,28020.0,2524704.0,3743693.0,1842100.0,3566.0,2332.0,188.0,8253.0,648.0
