年份,地区,地区生产总值(万元),第一产业增加值(万元),第二产业增加值(万元),第三产业增加值(万元),第一产业增加值占GDP比重(%),第二产业增加值占GDP比重(%),第三产业增加值占GDP比重(%),人均地区生产总值(元),户籍人口(万人),非农业人口数(万人),年平均人口(万人),自然增长率(‰),第一产业从业人员数(万人),第二产业从业人员数(万人),第三产业从业人员数(万人),教育业从业人员数(万人),在岗职工平均人数(万人),在岗职工工资总额(万元),职工平均工资(元),地区生产总值增长率(%),规模以上工业企业数(个),规模以上工业总产值(当年价，万元),产品销售收入(万元),利税总额(万元),流动资产合计(万元),固定资产投资总额(万元),当年实际使用外资金额(万美元),地方财政一般预算内收入(万元),地方财政一般预算内支出(万元),科学支出(万元),教育支出(万元),年末金融机构各项贷款余额(万元),年末金融机构存款余额(万元),城乡居民储蓄年末余额(万元),普通高等学校在校学生数(人),专利授权数(件),发明专利授权数(件),货运总量(万吨),人口密度(人／平方公里)
2022,湖州,38500000.0,1613150.0,19661950.0,17224900.0,4.19,51.07,44.74,112902.0,269.0,80.75,267.0,1.7,0.025,29.576,19.376,3.776,46.0,5422932.0,106718.0,3.3,4251.0,46060507.0,20259788.0,433430.0,46721870.0,15921759.0,189881.0,3872962.0,6019198.0,262508.0,1049752.0,87848158.0,77521788.0,24449737.0,26668.0,18954.0,2232.0,13202.0,454.0
2021,湖州,36450000.0,1490805.0,18651465.0,16311375.0,4.09,51.17,44.75,107534.0,269.0,80.75,267.0,1.7,0.025,29.576,19.376,3.776,48.0,5113857.0,106718.0,9.5,4082.0,46060507.0,20259788.0,433430.0,39458794.0,15921759.0,189881.0,4135188.0,5244939.0,225487.0,966992.0,71860452.0,67229924.0,24449737.0,26668.0,20216.0,2036.0,13202.0,454.0
2020,湖州,32010000.0,1398837.0,15880161.0,14731002.0,4.37,49.61,46.02,95579.0,268.6875,80.75,267.0,1.7,0.025,29.576,19.376,3.776,48.0,4548212.0,97620.0,3.26,3792.0,46060507.0,20259788.0,433430.0,31858800.0,15921759.0,189881.0,3365565.0,4844230.0,195052.0,841881.0,59234682.0,58566987.0,24449737.0,26668.0,17712.0,1352.0,13202.0,454.0
2019,湖州,31220000.0,1339338.0,15953420.0,13933486.0,4.29,51.1,44.63,102593.0,268.0,80.75,267.0,1.7,0.025,29.576,19.376,3.776,42.0,3809657.0,89631.0,7.9,3609.0,46060507.0,20259788.0,433430.0,27368519.0,15921759.0,189881.0,3160702.0,4668656.0,187149.0,768283.0,48184632.0,51637465.0,24449737.0,26668.0,16419.0,1256.0,13202.0,454.0
2018,湖州,27190675.0,1277961.725,12736112.17,13176601.11,4.7,46.84,48.46,90304.0,267.0,80.75,267.0,1.88,0.016,29.812,17.544,3.327,41.0,3306475.0,81617.0,8.05,3049.0,46060507.0,20259788.0,433430.0,24104877.0,15921759.0,127143.0,2870960.0,3975433.0,157795.0,699078.0,38715321.0,45140784.0,21213667.0,26668.0,18672.0,1831.0,13202.0,454.0
2017,湖州,24761300.0,1270119.650418852,11810949.203574594,11951524.281477034,5.1663671875,47.28331715688699,47.522672304093675,82952.0,266.0,80.75,265.0,2.7,0.026,32.518,17.836,3.284,42.0,3057077.0,72335.0,7.845000000000001,2945.0,46060507.0,20259788.0,433430.0,22343231.0,15921759.0,105320.0,2374308.0,3250181.0,112968.0,636727.0,32668208.0,39630456.0,19046429.0,26668.0,12025.0,2190.0,13202.0,454.0
2016,湖州,22843743.0,1274680.859,10994693.51,10574368.64,5.58,48.13,46.29,77110.0,265.0,80.75,264.0,2.91,0.02,32.67,17.536,3.247,44.0,2853385.0,65051.0,7.64,2806.0,46060507.0,20259788.0,433430.0,20778856.0,15921759.0,100131.0,2111792.0,2886169.0,93215.0,581217.0,27403590.0,34768018.0,17447634.0,26668.0,12025.0,2190.0,13202.0,454.0
2015,湖州,20842666.0,1223464.494,10267097.27,9352104.234,5.87,49.26,44.87,70894.0,263.71,80.75,263.8,0.41,0.015,32.86,17.183,3.202,42.0,2585986.0,61201.0,8.32,2752.0,44131008.0,20259788.0,433430.0,18883502.0,14026428.0,94188.0,1913116.0,2737406.0,83942.0,533475.0,25098339.0,30346398.0,15481478.0,32199.0,12025.0,2190.0,13202.0,454.0
2014,湖州,19559985.0,1202939.078,9991240.338,8365805.585,6.15,51.08,42.77,66917.0,263.8,80.75,263.1,3.4,0.026,32.467,16.936,3.223,43.0,2406848.0,56445.78,8.42,2719.0,42013960.0,20259788.0,433430.0,17776984.0,12429184.0,98419.0,1678400.0,2245670.0,69814.0,464525.0,23249508.0,27560543.0,13699495.0,26988.0,12025.0,2190.0,13202.0,453.0
2013,湖州,18031501.0,1254992.47,9531451.429,7243253.952,6.96,52.86,40.17,68823.0,262.5,80.75,261.9,2.3,0.03,31.82,16.37,3.2,42.0,2148619.0,51637.08,8.34,2577.0,38280173.0,20259788.0,433430.0,16266830.0,10700473.0,105860.0,1546646.0,1675076.0,60105.0,415340.0,21454291.0,25779300.0,12437968.0,26673.0,12025.0,2190.0,16628.0,451.0
2012,湖州,16643045.0,1226592.416,8864085.767,6552366.816,7.37,53.26,39.37,57350.0,261.4,80.75,261.2,-0.4,0.02,31.37,15.74,3.09,40.0,1871993.0,46290.63,9.67,2428.0,33338320.0,20259788.0,433430.0,14905565.0,9707282.0,102599.0,1385508.0,1675076.0,51861.0,371108.0,18522820.0,22333437.0,10784617.0,26153.0,12025.0,2190.0,19467.0,449.0
2011,湖州,15200553.0,1162842.304,8176377.459,5861333.237,7.65,53.79,38.56,52477.0,261.1,80.75,260.5,1.2,0.02,27.79,13.63,2.89,37.0,1538746.0,41106.89,10.8,2309.0,28900459.0,20259788.0,433430.0,13288863.0,8046706.0,94038.0,1221200.0,1517340.0,45753.0,321089.0,17121700.0,21020466.0,9544396.0,25329.0,12025.0,2190.0,20103.0,449.0
2010,湖州,13017294.0,1042685.249,7150399.594,4825510.886,8.01,54.93,37.07,45323.0,259.98,80.75,259.6,0.09,0.02,25.07,12.82,2.81,35.0,1287793.0,36485.42,12.1,3561.0,26665326.0,20259788.0,433430.0,11400558.0,7199765.0,91905.0,972655.0,1271209.0,36729.0,251107.0,14613222.0,18056148.0,8216820.0,24768.0,12025.0,2190.0,18108.0,447.0
2009,湖州,11018263.0,902395.74,6064451.955,4051415.305,8.19,55.04,36.77,38865.0,259.17,80.75,258.8,0.16,0.02,21.74,12.19,2.73,31.0,1065337.0,33841.71,10.2,3371.0,21980861.0,20259788.0,433430.0,8723091.0,6386873.0,81095.0,800106.0,1085102.0,32490.0,215076.0,11507123.0,13976868.0,6883264.0,24409.0,12025.0,2190.0,16353.0,445.0
2008,湖州,10348945.0,825845.811,5935119.958,3586944.337,7.98,57.35,34.66,40089.0,258.5,80.75,258.46250000000003,0.18,0.03,20.57,12.1,2.72,31.0,966985.0,31456.9,10.62,3069.0,21384957.0,20259788.0,433430.0,8723091.0,5252356.0,80206.0,716116.0,864170.0,28155.0,180979.0,7758433.0,10018004.0,5390516.0,23468.0,12025.0,2190.0,16604.0,444.0
2007,湖州,8920238.0,695778.564,5107728.279,3116731.157,7.8,57.26,34.94,34596.0,257.8,79.61,258.125,0.69,0.03,18.08,11.1,2.71,27.0,767912.0,28504.53,14.4,2567.0,17605167.0,16963385.0,433430.0,8723091.0,4583411.0,84363.0,616780.0,688180.0,23294.0,153279.0,6559080.0,8012836.0,4139781.0,21096.0,12025.0,2190.0,16379.0,443.0
2006,湖州,7610154.0,655995.275,4351486.057,2602672.668,8.62,57.18,34.2,29527.0,257.89,78.41,257.7875,0.56,0.03,16.1,10.63,2.61,25.0,643476.0,26041.12,13.99,2339.0,13855297.0,13354446.0,433430.0,8723091.0,4797505.0,75702.0,497923.0,559348.0,3254.0,110268.0,5487563.0,7062091.0,3869368.0,18795.0,12025.0,2190.0,15591.0,443.0
2005,湖州,6442499.0,630076.402,3532422.202,2280000.396,9.78,54.83,35.39,25030.0,257.58,77.81,257.45000000000005,0.86,0.04,13.23,10.99,2.24,22.0,536451.0,23874.1,14.4,1895.0,10707901.0,10295121.0,433430.0,8723091.0,4160475.0,65072.0,397308.0,440839.0,2669.0,95391.0,4537172.0,5985909.0,3309349.0,16406.0,12025.0,2190.0,13811.0,443.0
2004,湖州,5906926.0,647989.782,3236995.448,2021940.77,10.97,54.8,34.23,22966.0,257.21,76.37,257.1125,1.5,0.07,9.99,10.03,2.56,18.0,401069.0,22024.66,15.38,1589.0,7663651.0,7599839.0,433430.0,8723091.0,3654743.0,61121.0,333642.0,365120.0,1109.0,81810.0,4006753.0,5273867.0,2886501.0,14269.0,12025.0,2190.0,12152.0,442.0
2003,湖州,4907516.0,554058.556,2617669.034,1735788.409,11.29,53.34,35.37,19102.0,256.78,74.47,256.77500000000003,-0.36,0.08,5.16,10.03,2.54,14.0,273205.0,19971.13,15.0,1323.0,5886152.0,5814643.0,645166.0,8723091.0,2679721.0,53734.0,252638.0,304720.0,823.0,66599.0,3654519.0,4864162.0,2605537.0,12051.0,12025.0,2190.0,10978.0,441.0
2002,湖州,4225003.0,514605.365,2285304.123,1425093.512,12.18,54.09,33.73,16454.0,257.05,72.21,256.4375,1.38,0.15,5.89,10.12,2.54,15.0,245429.0,16650.54,12.3,1118.0,4593204.0,4320850.0,439544.0,8723091.0,1026774.0,38473.0,186300.0,243400.0,823.0,60726.8,3654519.0,4864162.0,2147000.0,9975.0,12025.0,2190.0,9491.0,442.0
2001,湖州,3850025.0,505123.28,2073623.465,1270893.252,13.12,53.86,33.01,15031.0,256.49,70.96,256.1,1.98,0.16,6.89,9.89,2.54,17.0,215922.0,13046.65,12.15,983.0,4095037.0,3590878.0,348315.0,8723091.0,943135.0,20972.0,163400.0,192300.0,823.0,54854.6,3654519.0,4864162.0,1820100.0,6723.0,12025.0,2190.0,7509.0,441.0
2000,湖州,3778769.0,521470.122,2135004.485,1122294.393,13.8,56.5,29.7,13773.9,255.79,65.56,255.09000000000003,3.0,0.21,7.92,10.69,2.54,19.0,194246.0,10343.0,12.0,768.0,3557451.0,3222646.0,290802.0,8723091.0,740152.0,8205.0,98900.0,132500.0,823.0,48982.4,3654519.0,4864162.0,1602800.0,3991.0,12025.0,2190.0,6772.0,440.0
1999,湖州,3426184.0,500222.864,1935793.96,986740.992,14.6,56.5,28.8,12516.8,255.07,60.56,254.08,1.37,0.24,9.17,10.66,2.54,20.0,182984.0,9014.0,9.96,748.0,3040818.0,2718453.0,228191.0,8723091.0,517991.0,6023.0,70800.0,104100.0,823.0,43110.2,3654519.0,4864162.0,1602800.0,2373.0,12025.0,2190.0,6764.0,438.0
1998,湖州,3245411.0,499793.294,1836902.626,908715.08,15.4,56.6,28.0,11259.7,254.81,58.98,253.07000000000002,7.11,0.27,10.33,11.62,2.54,22.0,179759.0,8032.0,11.8,748.0,3040818.0,2538185.0,181112.0,8723091.0,941753.0,5040.0,66180.7816099777,93528.88070105406,823.0,37238.0,3654519.0,4864162.0,1602800.0,1633.0,12025.0,2190.0,5700.0,438.0
1997,湖州,2961650.0,493114.725,1663854.97,804680.305,16.65,56.18,27.17,10002.6,254.58,54.2,252.06,3.08,66.82,47.52,31.73,2.54,26.0,192338.0,7288.0,11.08,748.0,3040818.0,2525139.0,156013.0,8723091.0,840495.0,5543.0,68849.34400709222,83078.79646550409,823.0,31365.800000000003,3654519.0,4864162.0,1602800.0,1396.0,12025.0,2190.0,5941.0,438.0
1996,湖州,2679177.0,466176.798,1481584.881,728736.144,17.4,55.3,27.2,8745.5,254.56,51.82,251.05,4.9,66.17,50.07,31.61,2.54,26.0,180996.0,6776.0,16.3,748.0,3040818.0,2493276.0,146693.0,8723091.0,386805.0,4815.0,74938.46711799764,72686.45678548691,823.0,25493.6,3654519.0,4864162.0,1602800.0,1379.0,12025.0,2190.0,5248.0,438.0
1995,湖州,2273113.0,425072.131,1182018.76,666022.109,18.7,52.0,29.3,7488.400000000001,252.63,50.03,250.04000000000002,4.69,66.47,51.93,29.97,2.54,26.0,172612.0,6268.0,12.2,748.0,3040818.0,2373879.0,122994.0,8723091.0,306991.0,3998.0,80580.93086934804,62288.5711531393,823.0,19621.4,3654519.0,4864162.0,1602800.0,1559.0,12025.0,2190.0,5181.0,434.0
1994,湖州,1869530.0,364528.0,1014562.0,490440.0,19.498,54.268,26.233,6231.300000000001,250.95,48.88,249.03,4.8,68.61,51.83,29.36,2.54,26.0,152472.0,5441.54,12.2,748.0,3040818.0,1851820.0,181338.0,8723091.0,260819.0,3800.0,81909.51518779746,51821.84906059806,823.0,13749.200000000004,3654519.0,4864162.0,1602800.0,1587.0,12025.0,2190.0,5518.0,430.0
1993,湖州,1284000.0,304262.90159469354,779049.9277466405,352280.94226701686,23.016086091285295,52.052605077110314,24.88298234939745,4974.200000000001,249.37,46.66,248.02,5.1,73.36438682902966,49.377845067824275,27.311397154730486,2.54,26.0,125591.0028509479,5441.54,12.2,748.0,3040818.0,1505751.6666666667,141001.0,8723091.0,154934.0,2795.3965689657625,75057.0,41223.0,823.0,7877.0,3654519.0,4864162.0,1602800.0,1240.0,12025.0,2190.0,4632.0,435.0
1992,湖州,791900.0,244321.94239167767,512837.0858868404,232296.1672581056,26.75435442830841,49.59093532979643,23.627616695405425,3717.1000000000004,248.02,45.02,247.01,5.6,79.4211966560059,46.25616599370556,24.56350138016805,2.54,26.0,95410.12473741712,5441.54,12.2,748.0,3040818.0,1159683.3333333335,100664.0,8723091.0,106692.0,1381.0976098215688,55628.0,30437.0,823.0,6201.0,3654519.0,4864162.0,1602800.0,1080.5,12025.0,2190.0,4063.0,432.0
1991,湖州,605200.0,184800.0,283500.0,136800.0,30.535,46.844,22.604,2460.0,246.76,43.95,246.0,5.46,84.45,43.69,22.37,2.54,26.0,68993.0,5441.54,12.2,748.0,3040818.0,813615.0,60327.0,8723091.0,51184.0,307.0,52220.0,28328.0,823.0,6201.0,3654519.0,4864162.0,1602800.0,921.0,12025.0,2190.0,3347.0,430.0
1990,湖州,549900.0,188500.0,241400.0,120000.0,34.279,43.899,21.822,2247.0,245.28,43.66,244.7,8.5,86.7,42.2,21.65,2.54,26.0,62431.0,5441.54,12.2,748.0,3040818.0,665768.0,46709.0,8723091.0,37757.0,224.0,50332.0,25388.0,823.0,6201.0,3654519.0,4864162.0,1602800.0,956.0,12025.0,2190.0,3348.0,428.0
2022,绍兴,73510000.0,2433181.0,35983145.0,35093674.0,3.31,48.95,47.74,137522.0,446.0,139.97,448.0,1.49,0.029,76.839,26.079,6.181,105.0,11282254.0,99354.0,4.42,5263.0,98269408.0,52968220.0,1316707.0,62357657.0,28824824.0,65739.0,5400896.0,8048576.0,418552.0,1570741.0,138101235.0,140506250.0,47232839.0,90277.0,33181.0,3500.0,11583.0,535.0
2021,绍兴,67950000.0,2269530.0,32283045.0,33397425.0,3.34,47.51,49.15,127875.0,447.0,139.97,448.0,1.49,0.029,76.839,26.079,6.181,105.0,10407563.0,99354.0,8.73,4944.0,98269408.0,52968220.0,1316707.0,55410692.0,28824824.0,65739.0,6038029.0,7144995.0,355868.0,1462258.0,116735820.0,120462830.0,47232839.0,90277.0,38293.0,4137.0,11583.0,535.0
2020,绍兴,60010000.0,2190365.0,27118519.0,30701116.0,3.65,45.19,51.16,113746.0,447.96875,139.97,448.0,1.49,0.029,76.839,26.079,6.181,106.0,8860232.0,85837.0,3.26,4561.0,98269408.0,52968220.0,1316707.0,49249836.0,28824824.0,65739.0,5435174.0,6671630.0,307165.0,1366574.0,100956339.0,107254554.0,47232839.0,90277.0,35574.0,3583.0,11583.0,535.0
2019,绍兴,57810000.0,2081160.0,27708333.0,28014726.0,3.6,47.93,48.46,114561.0,448.0,139.97,448.0,1.49,0.029,76.839,26.079,6.181,99.0,8009775.0,80842.0,7.16,4769.0,98269408.0,52968220.0,1316707.0,44493261.0,28824824.0,65739.0,5283698.0,6408697.0,468932.0,1314831.0,85275161.0,94081554.0,47232839.0,90277.0,26934.0,3293.0,11583.0,535.0
2018,绍兴,54168952.0,1960916.062,26120268.65,26087767.28,3.62,48.22,48.16,107853.0,447.0,139.97,447.0,1.06,0.011,89.71,25.34,6.391,111.0,8379398.0,75375.0,7.09,4584.0,98269408.0,52968220.0,1316707.0,44743727.0,28824824.0,135141.0,5013379.0,5566451.0,315725.0,1202789.0,74683142.0,82269775.0,40828737.0,90277.0,37288.0,3254.0,11583.0,535.0
2017,绍兴,50783700.0,2007971.9645635642,25064034.191092942,23913161.790262774,3.974308035714285,49.17263021895825,46.840072614227545,101588.0,446.0,139.97,446.0,2.88,0.012,94.49,25.744,6.028,116.0,7836846.0,67489.0,6.305,4494.0,98269408.0,52968220.0,1316707.0,45056648.0,28824824.0,128666.0,4313596.0,4698303.0,260669.0,995509.0,66767606.0,76575632.0,36077511.0,90277.0,25741.0,2118.0,11583.0,535.0
2016,绍兴,47890304.0,2078439.194,23983464.24,21833189.59,4.34,50.08,45.59,96204.0,445.0,139.97,444.0,2.58,0.016,110.996,25.814,5.787,133.0,8155143.0,61394.0,5.52,4430.0,98269408.0,52968220.0,1316707.0,51541888.0,28824824.0,80031.0,3903010.0,4560959.0,228725.0,971151.0,61111742.0,72633137.0,34052747.0,90277.0,25741.0,2118.0,11583.0,535.0
2015,绍兴,44659653.0,1987354.558,22530794.94,20141503.5,4.45,50.45,45.1,90003.0,443.11,139.97,443.1,0.43,0.017,112.675,25.934,5.752,122.0,7175981.0,58728.0,7.13,4352.0,97463846.0,52968220.0,1316707.0,51408276.0,25828403.0,94152.0,3628935.0,4214117.0,209746.0,935338.0,59472120.0,68209613.0,31130334.0,83831.0,25741.0,2118.0,11583.0,535.0
2014,绍兴,42658839.0,1940977.174,22135671.56,18582190.27,4.55,51.89,43.56,86136.0,443.0,139.97,442.4,2.6,0.027,114.042,25.668,5.722,123.0,6752428.0,54764.22,7.5,4231.0,97353042.0,52968220.0,1316707.0,52140047.0,23046833.0,67130.0,3172705.0,3464437.0,184555.0,779332.0,58233946.0,65542219.0,28061541.0,80348.0,25741.0,2118.0,11583.0,535.0
2013,绍兴,39672887.0,1932069.597,21030597.4,16710220.0,4.87,53.01,42.12,89758.0,441.7,139.97,441.3,0.7,0.06,111.53,23.95,5.43,120.0,6026388.0,50379.43,8.57,4079.0,93393104.0,52968220.0,1316707.0,49733050.0,20019855.0,80782.0,2930721.0,3121077.0,158729.0,705628.0,54478356.0,63654548.0,27242485.0,77532.0,25741.0,2118.0,9986.0,533.0
2012,绍兴,36540321.0,1848940.243,19625806.41,15069228.38,5.06,53.71,41.24,82966.0,440.8,139.97,440.4,0.7,0.05,106.48,24.13,5.57,116.0,5311926.0,45615.51,9.75,3682.0,85512533.0,52968220.0,1316707.0,46208926.0,17225646.0,95400.0,2657555.0,2787074.0,132309.0,672450.0,49341738.0,58459494.0,24920890.0,59758.0,25741.0,2118.0,9547.0,534.0
2011,绍兴,33319960.0,1719309.936,18342637.98,13254680.09,5.16,55.05,39.78,75820.0,440.0,139.97,439.5,0.4,0.06,101.88,23.24,5.37,111.0,4425898.0,39808.4,10.53,3427.0,79326832.0,52968220.0,1316707.0,42526030.0,14262594.0,80468.0,2396916.0,2533091.0,123294.0,561261.0,44630856.0,55101360.0,22276697.0,56455.0,25741.0,2118.0,9021.0,533.0
2010,绍兴,27952029.0,1495433.551,15667112.25,10789483.19,5.35,56.05,38.6,63770.0,438.91,139.97,438.3,0.28,0.03,85.03,22.07,5.2,99.0,3479430.0,35124.47,11.0,5545.0,67971868.0,52968220.0,1316707.0,38230605.0,12455609.0,95327.0,1932305.0,2219473.0,95542.0,450571.0,39342663.0,49483217.0,19457175.0,53869.0,25741.0,2118.0,9054.0,530.0
2009,绍兴,23757754.0,1244906.31,13610817.27,8902030.424,5.24,57.29,37.47,54316.0,437.74,139.97,437.4,0.23,0.04,72.87,21.83,5.08,90.0,2923702.0,32503.64,9.3,5266.0,55189053.0,52968220.0,1316707.0,32012470.0,10550321.0,81117.0,1604310.0,1695366.0,77951.0,382071.0,33637939.0,41395407.0,17070064.0,52898.0,25741.0,2118.0,8666.0,530.0
2008,绍兴,22229451.0,1167046.178,13290988.75,7771416.07,5.25,59.79,34.96,50909.0,437.06,139.97,436.84999999999997,0.21,0.05,66.2,19.87,5.0,78.0,2381040.0,30636.13,9.0,5213.0,53901974.0,52968220.0,1316707.0,32012470.0,9157476.0,84031.0,1435954.0,1440939.0,61925.0,327857.0,24612974.0,32322192.0,14060403.0,50258.0,25741.0,2118.0,11481.0,529.0
2007,绍兴,19720520.0,1051103.716,11974299.74,6695116.54,5.33,60.72,33.95,45244.0,436.24,136.32,436.29999999999995,1.19,0.04,52.14,18.61,4.87,66.0,1974258.0,29953.85,14.3,4428.0,48690061.0,47961175.0,1316707.0,32012470.0,8433749.0,110476.0,1221169.0,1137609.0,44978.0,261823.0,20696821.0,26392686.0,10868531.0,44103.0,25741.0,2118.0,11178.0,528.0
2006,绍兴,16776266.0,973023.428,10158029.06,5645213.509,5.8,60.55,33.65,38540.0,435.5,132.24,435.75,0.96,0.05,45.14,17.99,4.68,58.0,1558329.0,26914.15,13.2,4032.0,39108689.0,38278416.0,1316707.0,32012470.0,7657451.0,97188.0,945465.0,954864.0,8198.0,192857.0,17328046.0,22671625.0,10450417.0,38332.0,25741.0,2118.0,10275.0,528.0
2005,绍兴,14474700.0,930723.21,8729691.57,4814285.22,6.43,60.31,33.26,33283.0,435.09,126.71,435.2,1.97,0.05,41.92,16.97,4.57,57.0,1402834.0,24630.06,13.7,3676.0,32150738.0,31481179.0,1316707.0,32012470.0,6761274.0,90095.0,761326.0,800388.0,6681.0,173222.0,13992589.0,18648862.0,8890981.0,30702.0,25741.0,2118.0,9698.0,527.0
2004,绍兴,13138654.0,922333.511,7867426.015,4348894.474,7.02,59.88,33.1,30254.0,434.72,121.14,434.65,3.11,0.11,30.87,17.51,4.48,46.0,984041.0,21579.85,15.3,3876.0,25142480.0,24321912.0,1316707.0,32012470.0,6249471.0,82344.0,509208.0,645049.0,5512.0,149057.0,11767640.0,15234995.0,7590618.0,25034.0,25741.0,2118.0,10307.0,527.0
2003,绍兴,10892802.0,824585.111,6448538.784,3619678.105,7.57,59.2,33.23,25115.0,433.84,103.01,434.1,1.54,0.13,21.9,17.15,4.27,37.0,732221.0,19693.95,15.0,2448.0,18953957.0,18490024.0,1876320.0,32012470.0,5350324.0,74271.0,504849.0,570548.0,3802.0,126181.0,9867918.0,12801778.0,6649024.0,19344.0,25741.0,2118.0,8032.0,525.0
2002,绍兴,9281491.0,800992.673,5394402.569,3087023.907,8.63,58.12,33.26,21414.0,433.59,90.91,433.55,2.69,0.17,19.29,16.94,4.27,35.0,584930.0,16861.63,13.8,2125.0,14714046.0,14211004.0,1467281.0,32012470.0,1690296.0,38167.0,396200.0,451600.0,3802.0,115174.6,9867918.0,12801778.0,5396000.0,14290.0,25741.0,2118.0,7247.0,525.0
2001,绍兴,8225419.0,804445.978,4779790.981,2641182.041,9.78,58.11,32.11,18997.0,433.27,85.73,433.0,3.04,0.19,18.1,16.61,4.27,34.0,504089.0,14730.83,12.7,1975.0,12019285.0,11545999.0,1215380.0,32012470.0,1451819.0,15777.0,355900.0,373700.0,3802.0,104168.2,9867918.0,12801778.0,4566600.0,8880.0,25741.0,2118.0,6743.0,525.0
2000,绍兴,7797639.0,779763.9,4725369.234,2292505.866,10.0,60.6,29.4,17334.4,432.69,80.67,431.1,3.51,0.22,19.29,16.95,4.27,37.0,419482.0,11461.0,11.6,1776.0,10451306.0,10251617.0,1047779.0,32012470.0,1313155.0,11598.0,245400.0,257600.0,3802.0,93161.8,9867918.0,12801778.0,3989300.0,5800.0,25741.0,2118.0,6580.0,521.0
1999,绍兴,7050648.0,740318.04,4329097.872,1981232.088,10.5,61.4,28.1,15671.8,431.7,77.31,429.2,3.84,0.27,20.83,17.98,4.27,38.0,390594.0,10212.0,11.23,1618.0,8959160.0,8431188.0,815410.0,32012470.0,683078.0,8249.0,170200.0,194300.0,3802.0,82155.4,9867918.0,12801778.0,3989300.0,3648.0,25741.0,2118.0,5640.0,523.0
1998,绍兴,6512592.0,729410.304,3979193.712,1810500.576,11.2,61.1,27.8,14009.2,430.04,72.65,427.3,6.92,0.29,22.07,18.59,4.27,40.0,370293.0,9168.0,11.3,1618.0,8959160.0,7221545.0,641490.0,32012470.0,1701775.0,11789.0,145145.4394318579,174010.88801437666,3802.0,71149.0,9867918.0,12801778.0,3989300.0,2716.0,25741.0,2118.0,5614.0,521.0
1997,绍兴,5945503.0,689083.798,3611893.072,1644526.13,11.59,60.75,27.66,12346.6,428.94,70.11,425.4,5.31,104.55,118.36,59.18,4.27,46.0,379970.0,8342.0,19.34,1618.0,8959160.0,5226718.0,466204.0,32012470.0,1645175.0,11481.0,143338.5815191564,154613.98980407545,3802.0,60142.600000000006,9867918.0,12801778.0,3989300.0,2367.0,25741.0,2118.0,6849.0,520.0
1996,绍兴,5137087.0,652410.049,3092526.374,1392150.577,12.7,60.2,27.1,10684.0,426.84,67.6,423.5,5.95,102.93,115.62,63.73,4.27,46.0,336428.0,7402.0,20.4,1618.0,8959160.0,4955559.0,398234.0,32012470.0,466630.0,13435.0,154140.36744075766,135672.07863329176,3802.0,49136.2,9867918.0,12801778.0,3989300.0,2155.0,25741.0,2118.0,6798.0,540.0
1995,绍兴,4112082.0,571579.398,2463137.118,1077365.484,13.9,59.9,26.2,9021.400000000001,424.7,65.05,421.6,6.83,113.62,119.49,60.48,4.27,46.0,289166.0,6715.0,13.9,1618.0,8959160.0,4206874.0,314123.0,32012470.0,537891.0,12972.0,166911.73837552388,116747.92776622104,3802.0,38129.8,9867918.0,12801778.0,3989300.0,2313.0,25741.0,2118.0,6667.0,538.0
1994,绍兴,3078070.0,472373.0,1819349.0,786348.0,15.346,59.107,25.547,7358.800000000001,421.83,62.58,419.7,5.7,113.01,116.73,56.36,4.27,46.0,249571.0,5898.63,13.9,1618.0,8959160.0,3131663.0,280366.0,32012470.0,673852.0,11166.0,171013.63550231728,97404.31046705868,3802.0,27123.40000000001,9867918.0,12801778.0,3989300.0,2102.0,25741.0,2118.0,6378.0,532.0
1993,绍兴,2007700.0,380470.64499505574,1271344.716219022,544811.6101973767,17.49586058799164,57.92195747398468,24.642051513492973,5696.200000000001,419.62,59.91,417.8,6.2,120.79697419133697,106.88218525794422,49.72269072646714,4.27,46.0,201457.0584061905,5898.63,13.9,1618.0,8959160.0,2513567.0,230614.0,32012470.0,330091.0,8079.142498874211,155807.0,77204.0,3802.0,16117.0,9867918.0,12801778.0,3989300.0,1877.0,25741.0,2118.0,6186.0,531.0
1992,绍兴,1272500.0,296372.18972607865,861826.5406762119,362869.97637997486,20.119453012590704,56.51247870658427,23.558760647672553,4033.6000000000004,417.16,55.47,415.9,5.1,131.68012616045172,93.33089117909061,41.110283218781916,4.27,46.0,147423.21301905334,5898.63,13.9,1618.0,8959160.0,1895471.0,180862.0,32012470.0,133922.0,4327.093843887844,115231.0,55989.0,3802.0,12867.0,9867918.0,12801778.0,3989300.0,1642.5,25741.0,2118.0,5757.0,528.0
1991,绍兴,981600.0,220400.0,538900.0,222300.0,22.453,54.9,22.647,2371.0,415.31,53.65,414.0,6.53,139.17,83.17,34.0,4.27,46.0,98961.0,5898.63,13.9,1618.0,8959160.0,1277375.0,131110.0,32012470.0,74959.0,1213.0,108717.0,50104.0,3802.0,12867.0,9867918.0,12801778.0,3989300.0,1408.0,25741.0,2118.0,2781.0,526.0
1990,绍兴,823800.0,197700.0,435700.0,190400.0,23.999,52.889,23.112,2002.0,412.67,53.61,411.5,7.2,136.69,84.81,33.5,4.27,46.0,88146.0,5898.63,13.9,1618.0,8959160.0,995734.0,103529.0,32012470.0,47073.0,503.0,101159.0,45854.0,3802.0,12867.0,9867918.0,12801778.0,3989300.0,1512.0,25741.0,2118.0,2743.0,522.0
